	eEF1delta	Dgp-1	CG2017	pug	CG11899	CG1673	CG10621	RpLP1
alphaTry	0.4540516736892477	-0.6034893270378436	-0.5449115526092749	-0.31909760589318664	-0.3011883281072546	0.4839268973990941	0.13244019873192217	0.8500438989372623
epsilonTry	0.026548083570964026	-0.26686867630251326	-0.17754607968668812	-0.39843701768747875	-0.5459514479040684	-0.1109920683803578	0.1544834822258004	-0.0656489970311303
betaTry	0.6248206055109434	-0.5225804096424224	-0.6703696874678486	-0.21260967585843127	-0.46042379281709633	0.012383341182143515	0.28950187214534184	0.25994748462855705
iotaTry	-0.41792359967985176	0.04032935018192498	0.24046069471955445	-0.1949509181023691	-0.39698982152878254	-0.16267004178914002	0.09450341911106559	-0.42159860794670667
CG12384	-0.5881727215533694	0.8025929537480453	0.8758806422032297	-0.232274289292489	0.4764138070900014	-0.6743922100237407	-0.508044428875144	-0.5938159718548534
san	0.8703949600566478	-0.603748949396096	-0.7018853219296989	-0.13359248076061356	-0.16928325649436893	0.40384058861511024	0.25334738563055154	0.9499537084997952
Tapdelta	0.9812680152802299	-0.6410625962831351	-0.8470338000452475	-0.009229197141089949	-0.26520885910848196	0.2859685961513876	0.3734029868833402	0.717996299889557
CG9027	-0.6542478343856045	0.7702612243457551	0.8987641618558011	-0.4413035709336247	0.4289505664381964	-0.6539871403603189	-0.6072040052738205	-0.4775040391773563
CG30022	0.13611577120938767	-0.2727280690942829	-0.2576685203813335	0.6027488431192177	-0.4282674927182067	0.267173057020888	0.6591600909464241	-0.2323477350608069
Drip	0.5910989394229447	0.060543175291225784	-0.2777628774386421	0.015327586783648595	0.5169276536397645	-0.24003565212306222	-0.24217448949112313	0.22309959032109583
CG7777	-0.4405113584659006	0.8851357519710712	0.8217941165190906	-0.2858444000550692	0.9555738583213119	-0.7499440219122804	-0.8530737810794164	-0.454987301019865
CG30035	-0.5280460052695597	0.09792036340225097	0.26164751352762944	0.36042079648860553	-0.49396632840348353	0.18381607893061686	0.3864802790992361	-0.4226660272312747
wal	0.7639691008457457	-0.7611151387740289	-0.8578280640862863	0.5913430684795273	-0.5491098331535983	0.7059993487574844	0.8439317584375848	0.5450393514104278
CG13192	0.2915275392299344	0.4634666689390229	0.309503809915987	-0.022263546401059753	0.7375407202752295	-0.3895715142475174	-0.35905393080492165	0.14304884035357998
Mtor	-0.5179769882927616	0.9767502650663993	0.8973889746209782	-0.32282799344605445	0.8524870309924651	-0.8192997821792148	-0.844733222063979	-0.5238410099074032
ERp60	0.7014370826859958	0.03926276421958586	-0.3164338844389396	-0.19104191294441944	0.32441502018832136	-0.4015726128154976	-0.19941885267547754	0.20907056279294922
Ef1alpha48D	0.7529002333403482	-0.3868503251639271	-0.5407927893989258	0.0062138730365478905	0.042670658576338956	0.3407656238929002	0.14552030792713802	0.8335443493427731
CG8979	-0.5454192797298025	0.9419929466742472	0.8898206004783226	-0.42482079722736854	0.8794699286544523	-0.8578248373009082	-0.9166408225382416	-0.550753974110382
RnrS	0.7338788638654731	-0.37979495187011864	-0.5146566263894153	-0.4422171792421366	0.0917388493694141	0.08438073992025244	-0.13100915663932428	0.8102479260189945
rho-7	0.9518787116287067	-0.4697545737796534	-0.6831596816658463	-0.055647632627979095	0.010135754188408673	0.20926761758829907	0.18360151239107578	0.7844965938364038
128up	0.7290853297372679	-0.7210299461128784	-0.7490031818200912	-0.06990311156812362	-0.3364203695230481	0.5911636995043107	0.35039289243504923	0.9417015164436169
CG8888	-0.7048786209941561	0.8263427711150557	0.8405931169563643	0.08627360288560336	0.41029105985267506	-0.6051611730580829	-0.3753652263850547	-0.8561621640025716
CG18343	-0.714090916229152	0.8664092456474789	0.8874264642004605	-0.24680748339527708	0.5352173491695447	-0.7957050792508821	-0.6344505512769493	-0.8332761011849629
CG8378	-0.27660876625924163	0.5150012363444736	0.5146530469220102	-0.46139244810511104	0.6239524929245109	-0.352549238227153	-0.7151326210573282	0.08825124234087858
Prp8	0.3331488789400654	0.014687672354663756	-0.1089458395917367	-0.48235924088672355	0.32057123956271116	-0.10017900214524544	-0.41856339672324283	0.5641078607798731
CG34232	0.028987304671779655	-0.1594205469036315	-0.08497908935675909	-0.7640469485283834	-0.30252337222278736	-0.11681723715451432	-0.22189869122261757	0.33045074521126455
Oda	-0.6769547849813852	0.7961343941002383	0.9032903799917867	-0.3952884387142842	0.4032162612285227	-0.6724901924854164	-0.5856012868677121	-0.5480971967190766
SmD3	-0.057093946719033555	0.5518231272149762	0.5516811140908161	-0.4843588853369132	0.5824963647897371	-0.4460952593288236	-0.5887836503910069	0.21262619060856788
Cct5	0.6361490371207271	-0.7093614869820432	-0.7436221815684402	0.04367289484804758	-0.33639386476431626	0.647998600862788	0.3697214684005398	0.8554980314297423
CG8860	0.48355350695421745	-0.0033565686254847086	-0.2514353810830943	-0.4005013973836575	0.2614735722803068	-0.528117812135941	-0.3017809682170321	-0.03188703981175932
DebB	0.2659254377966079	0.3632631873724576	0.13237401135716986	-0.7491470411314717	0.6123994440093018	-0.743010200907964	-0.7676222084867244	0.07927090039415448
RpS11	0.6514144668343862	-0.7460690014938836	-0.686241995988199	-0.04449591619303531	-0.4159622893266975	0.6793291581968188	0.4300659920810861	0.966805581836551
Cam	0.7741231905102305	-0.22428699323218168	-0.5183928464358036	-0.2956029717008053	0.2547647791671952	-0.16187911640810995	-0.19210541645055806	0.486412772877028
garz	0.7854382880889489	-0.27850457314867905	-0.6127282480145991	0.035702850968817826	0.08186476647837271	0.02965015273495817	0.06999974237379974	0.4474428185120458
CG8839	-0.6225655720905919	0.9625773485828452	0.9411198488759741	-0.3050951784435785	0.849301275216022	-0.8089174548761767	-0.8413136039510745	-0.6254356496470949
CG8501	-0.5709579460710578	0.9549812005059969	0.9046270507114924	-0.22322778783170483	0.8979263199222676	-0.7819390912789436	-0.8208429840063761	-0.6134488442765
Cpr49Ag	0.530103293251984	-0.5368359426736924	-0.6634342666917152	0.8135906515230588	-0.2861375814159165	0.645866788172512	0.716236836111072	0.26869972446079526
CG8525	-0.2926304174511243	-0.35446855709956604	-0.12396936994700486	0.7582132352313611	-0.5594918992165796	0.7551024617963715	0.7275341971955418	-0.0806618031491627
Lac	-0.396322909749206	0.7781937483293994	0.7609486665030626	-0.45925621040084075	0.8296871527856384	-0.6200271004332549	-0.854476276193941	-0.1742317825623949
CG8545	0.4415068181317907	-0.6487352297380092	-0.5778060928687119	-0.10331543105955698	-0.33844572184610056	0.6355745997162161	0.27116986458226433	0.8461773127548989
CG8818	0.5592704345003515	-0.24570988930600973	-0.29017156561403185	-0.33743946381172835	0.12288489543361251	0.18626574806275104	-0.10030588513199398	0.8497303414484817
Sin3A	-0.3393249941106093	0.5883601733353182	0.5748932603444737	-0.3104401960669587	0.6240632371533815	-0.329347273209042	-0.6563410328911989	0.005561146358598562
Amph	0.8122092936246373	-0.8154016369031227	-0.964414941194459	0.21747663004840478	-0.4734935206602869	0.5833776929114046	0.5607313666494785	0.6647637790514864
spt4	0.44974162547495355	0.3485987713449125	0.07759144072828061	-0.4235560665632308	0.510478493470077	-0.7011900686307383	-0.45811501972314556	0.013219733533857955
CG8778	0.8418590763386146	-0.6266418745528523	-0.8471907724983473	0.42770399516918495	-0.33239245730966827	0.41125562631012835	0.6013109463923914	0.4270886543281603
CG8776	0.46306429499231866	-0.8226792620000704	-0.7272885541902256	0.45776403730495985	-0.5672601771246606	0.9434756311649258	0.7380369874677065	0.7007158161999916
ox	0.8073365613759037	-0.9471216963742404	-0.9596274524763968	0.17945363767843253	-0.6478667857528329	0.7368986504769545	0.7088850109631536	0.8101842622362935
Dgkepsilon	-0.6794598375209728	0.9571425597983516	0.9530525568463999	-0.3891984241709729	0.6894170817150432	-0.823045837436189	-0.8083190526860476	-0.6401355397688652
Nacalpha	0.659135822144471	-0.7989321838267182	-0.7854013885620466	0.03700115515935818	-0.46975645505326524	0.7196474027379284	0.4759653149710751	0.9095052824922704
CG17574	-0.660791951194872	0.6985763092729266	0.8027801578144732	-0.4969380979243976	0.413762337375465	-0.7580624420516383	-0.6485079308575306	-0.667839141579575
bic	0.5828281571969787	-0.7083907610641904	-0.6824866899149968	0.03535923700406232	-0.3671879986917307	0.6970792001370202	0.39570970908004355	0.8946663738651996
CG3814	0.8763870462304871	-0.8539506074236634	-0.9376913151366222	-0.003329583454753756	-0.5409097260299348	0.4630397696063572	0.549960351509831	0.6954349119283025
Nmda1	-0.5626120947258109	0.9012972480674298	0.8960538947802656	-0.32615165630826065	0.8867026894704023	-0.7619143252951874	-0.8485616223948276	-0.5340848274755197
Aats-asp	0.4395842734754485	0.12294848220413182	0.006052432456580485	-0.159489926523311	0.6473199246736592	-0.17322054929913147	-0.34705130020750186	0.4058027302931601
CG13319	-0.5493953776309055	0.9016931400764616	0.8171170605894731	-0.4576407431414668	0.7254883547825128	-0.9510163635051517	-0.860494365829168	-0.7141130703353301
Mdr49	0.6321127735804839	-0.5846015513021887	-0.6825595558960555	0.18470972974245567	-0.05310760584929118	0.52135534218563	0.26213912494708064	0.6647102059666846
CG3884	0.5910131458353232	-0.9374004492858645	-0.8916721832271967	0.3879067030837588	-0.8724349655384332	0.8150080417362724	0.9108871173562455	0.5631899898046819
CG13321	0.76781385179014	-0.9222709404327915	-0.9573828731266949	0.30511548149387024	-0.6483299367127116	0.7952724145840505	0.7462357464439352	0.7744777424033673
CG13323	0.6187225248537263	-0.6705524405297487	-0.7920834065314709	0.7158924455513352	-0.4153659249881266	0.7326988678666264	0.7592843731069849	0.4350144569437159
CG13324	0.42288663417304917	-0.6384726742943864	-0.7161422191363914	0.8117916377478502	-0.5949721631643506	0.7332399607182287	0.8713277504287368	0.20134796342483866
TppII	-0.5417952168185945	0.9681676852986099	0.893312735857533	-0.31616668996797703	0.8966178520350403	-0.840863412881455	-0.8739922158735408	-0.5895122769695343
CG34439	0.8545818952560542	-0.794315644020344	-0.8038700282014897	0.020456974062982167	-0.4930698944857291	0.6140905767586208	0.5616163230315983	0.9467887612416099
Spt-I	0.8282101663222239	-0.5121065714531733	-0.6895306611621596	-0.18759221609301222	-0.04093425086177478	0.2583233066990057	0.09124377974537032	0.8160062109940232
CG33138	0.3606289127568167	-0.6190053252472227	-0.6267698689781191	0.7804225898315377	-0.6124456777309513	0.6609490155984863	0.8954024747323858	0.09005792264885186
Aats-val	0.8199473531497036	-0.7504752060058298	-0.8963865115927311	0.10444698445174874	-0.357886082072596	0.5491407170121002	0.43437846478946973	0.7763996884179113
CG4646	0.8980070829588056	-0.258225835190119	-0.4637360132368253	-0.02636877722595957	0.14737975775869266	0.07995693636967555	0.12839795024792441	0.7184328170815804
CG17059	-0.41481536737704694	0.8767897238241595	0.7948199226349655	-0.30525088448889015	0.7646834266036285	-0.9065481082831357	-0.7315840022978919	-0.6652083343058597
CG4663	-0.6327438725188813	0.7061398916482255	0.8894427635643811	-0.38100258394017805	0.49517173652321467	-0.5359925871313637	-0.5804365903549668	-0.3807382365758895
CG4670	0.22706158456373074	-0.2095821629099029	-0.3101908206915737	0.45472739912514437	-0.42479679474320586	0.08602024032591092	0.5496484411979332	-0.25522706657078853
Mp20	0.49175281084143274	-0.7881353784621367	-0.7435172893328315	0.6925834014466474	-0.7054944067662542	0.8328052873180901	0.9628076132624275	0.38862666022898923
CG4734	-0.6881445531426031	0.4816456233317825	0.6556503484006785	-0.1265493580251146	-0.03589768505307586	-0.39328118056006056	-0.16389252607661098	-0.658434642845764
CG42321	0.07747105695036265	0.15974400733995794	0.09115717052186097	-0.3089731442000282	0.41592197032983635	-0.04731025890587595	-0.4425210087134349	0.40428627610635165
drk	-0.46081016996782853	0.9570994559397847	0.8550592328512205	-0.381422681004834	0.9050137097105978	-0.8996841162557402	-0.8954784374389205	-0.5613193786306606
EfTuM	0.7678077146990131	-0.8199608786741782	-0.8966595552679947	0.14275689653972642	-0.45461038725391406	0.6794045621469793	0.5215658341070918	0.8324544724196941
CG6145	-0.41198338774436716	0.8806167842265296	0.8018606442859796	-0.3267562387380734	0.963907798971265	-0.7835162114933109	-0.8781992607949604	-0.45103828266845614
Roe1	0.8093677508733974	-0.7750719680443248	-0.8679658040329761	0.1095545448794247	-0.37734207120865565	0.6288549241344366	0.4704641675245139	0.8649761343795056
CG13335	-0.5449701112042956	0.48005199759182815	0.5014752952092725	0.5612485505771403	0.10554145752391349	-0.18459790351105826	0.10846866134555226	-0.7971945978296272
CG6191	-0.34326165017656285	0.7192107250302494	0.6831086132552265	-0.29925786597339793	0.8303726644385109	-0.4892319641534246	-0.764366629543202	-0.11849946759420597
CG6197	-0.17943241576399968	0.6557842340704093	0.55800366507003	-0.6548591165147689	0.7022497141587511	-0.668965798701492	-0.8598790012010237	-0.014607181713935642
fl(2)d	-0.14485916380900662	0.5657045652062724	0.4797465330869458	-0.42786839908770596	0.7884523816713808	-0.464240705390605	-0.7783036149180448	0.05908230592182806
CG6543	0.5980617292744127	-0.7657411645612343	-0.8323542374723263	0.6878824956932886	-0.6071730872859302	0.7334136868469812	0.8814932467136226	0.35301729341116256
CG13343	0.21009730176389524	0.494200272743125	0.14597143345254635	-0.005864538616695304	0.5756048771353304	-0.6783574964319427	-0.3895108150277584	-0.384372526772598
CG16935	0.5410277573425797	-0.728717544256934	-0.8419375150774261	0.519628100967309	-0.6024875624538149	0.5444426374378569	0.7402668795374412	0.18844776523455203
shot	-0.02685958059202782	-0.024496938791093513	-0.13181381556839747	0.7041742473026366	0.03054059158704366	0.43076122249170024	0.27623248946145795	-0.0001446718101398159
AGO1	-0.2449062350479171	0.5564414030193179	0.5090345994415137	-0.34643648069350486	0.7000031474343724	-0.3610986398250069	-0.7045490691164011	0.04483911593987366
CG13349	-0.5121838252524289	0.9711749104647467	0.886460605214601	-0.3230032250094852	0.8976004306984565	-0.8690468521256937	-0.8681715224945526	-0.5963781484402122
Cp1	-0.5535727325555718	0.9708328142778179	0.8949965675124836	-0.22241228391065	0.8922742622795847	-0.8275271591648515	-0.8203616620307179	-0.6552435768477414
Aats-phe	0.8572163647249773	-0.8258233908981089	-0.9369165039093054	0.213872764515821	-0.41320118342583506	0.6370555714244579	0.5623703200863979	0.7866058750706549
Tango7	0.6831615461003516	-0.44346337337222524	-0.49287689542870067	-0.3993928510136435	-0.038557902458897335	0.24401816115218183	-0.01080926237318241	0.9156841893846804
CG8331	0.5286266014557452	-0.4246183141375227	-0.47163576993599093	-0.16542123684818896	-0.44139100541062526	-0.01677492428483251	0.34391158114491255	0.1873304247132492
mRpS16	0.8819940419260505	-0.7312749161582323	-0.8537812959940003	0.026989754641314204	-0.31601687288469976	0.5264796551582823	0.4074536138758997	0.885778001206957
cg	-0.45742897435271895	0.6261126007320194	0.6417366976120842	-0.42422194194355534	0.6742253026653735	-0.43149517151012307	-0.7768418776984009	-0.1267400200997217
RpS23	0.7694735272511832	-0.6622662921370392	-0.655445951564544	-0.15251382863834725	-0.3103359121922826	0.5173406522532747	0.3386841235269407	0.9986542345212679
CG8468	0.7109605501484935	-0.7379409720111441	-0.7940547472802847	-0.08065316703754341	-0.3444985427813582	0.564662674474515	0.3237856680384182	0.873649561918845
opa1-like	0.7657921241562823	-0.7997357318372912	-0.8971531432255528	0.20906948801714967	-0.42550712308219824	0.67804737878587	0.5311827895955673	0.7907646981693358
Hsc70-5	0.7470642024255193	-0.8066766514249928	-0.8722827801645109	0.11318399240671624	-0.4345937662371498	0.6760000628612322	0.4909560231371232	0.8466777225182774
CG8531	0.9004110859114255	-0.7047072144587299	-0.8761415548478484	0.14572357869214733	-0.2875850618344186	0.5080029808320184	0.4426701865997119	0.79607774771678
CG8547	-0.709503767525892	0.5847191251043508	0.7601860243072404	-0.0958480095720585	0.31711493432858817	-0.1459543821129392	-0.39294333764977224	-0.23132149447557226
SelD	0.6792889624519087	-0.5448878226097721	-0.6385926224114148	-0.08335153678968017	-0.16365837709630243	0.459756220586639	0.1968864535489646	0.868184008414206
CG8613	-0.555855883894835	0.9125474942824202	0.9028346128382471	-0.4827965857162915	0.7990857135185563	-0.8859193484252691	-0.8777167810668854	-0.5779595816506216
Tfb1	-0.7184569860433977	0.7218590846379886	0.8863472612640636	-0.36696721237036817	0.535581018007774	-0.43853817509467263	-0.6613256680832925	-0.31831535517046344
CG17385	-0.1701256167919911	0.1812316432781404	0.301915737861323	-0.28158117767997676	0.20769624406992235	0.08694563247365492	-0.28987489397573185	0.3974491113168748
L	-0.14843180438958126	-0.4196962368974915	-0.16392021253785682	0.16731395621101572	-0.32549932741874366	0.7069860974578833	0.29866139976350015	0.41000343360606456
Cpr51A	0.6882551775607322	-0.4369189974573178	-0.7007284138927282	0.532905698212092	-0.2297567525044779	0.2765354713540465	0.534124936717393	0.17063423562652236
LamC	0.5781368634424497	-0.846871287191691	-0.8133591264720342	0.33896732612919594	-0.645157154739373	0.8893366725368045	0.7248781018017483	0.7908108211725032
CG30077	0.18311334224511716	0.4103145911725779	0.35679480978429984	-0.6466654720709842	0.6847827115762852	-0.5578640944252188	-0.6786505431607903	0.27339314041856994
Sec61beta	0.951510224367424	-0.5045902831764213	-0.7690388255902965	0.059054929426868456	-0.08832962245663917	0.15317989793794548	0.2799956789991698	0.561142493930693
CG10131	0.8640678790553841	-0.6119097864519086	-0.8184573078989527	0.4830899481173798	-0.33277546228610805	0.5005813896858267	0.6463677137792506	0.5481849268360031
Rpn6	-0.4954025584490176	0.9384924095091375	0.8609373831781126	-0.33673472823426115	0.9264293332166434	-0.8465585909367399	-0.8871957555234371	-0.5637909628171897
CG12859	0.8135112131563361	-0.8876097346253713	-0.9212427286277759	0.26750593125460986	-0.5802891108733952	0.7701887091649664	0.7102796728383562	0.8458206333273321
BEAF-32	-0.5203715755677436	0.8003983594641888	0.8070250305406891	-0.559286295498306	0.796824390039352	-0.7054179737257543	-0.9249238055645743	-0.316665476366138
CG10200	0.885098682496776	-0.8324735649058568	-0.9613613451892722	0.2047959247337349	-0.45638732904602974	0.6041360130342507	0.5849146001502435	0.7590353360616192
CG10205	0.8424512565102293	-0.44289495092520664	-0.7263393916378508	-0.137211467458935	-0.13149204823879138	-0.010109071880936075	0.14676069280258164	0.43235675063462237
NaPi-T	0.20742024272978585	-0.6347151352315378	-0.48452342623501904	0.6739053082690192	-0.48736550220717106	0.9326955880370532	0.7616665030333543	0.4529231100786783
Ciao1	0.5254285672185348	-0.5722300151342065	-0.5800880123737117	-0.13234935601377001	-0.2006112689114519	0.5226387910094206	0.17042978612017845	0.8440966696592034
Pcf11	-0.6526636779939036	0.7202260939462831	0.7122360623454468	-0.34259803650017295	0.6617848861912747	-0.5887386490256236	-0.8022825444204148	-0.5301713210542799
Cyp6a17	-0.15527085649873276	-0.4144543182803629	-0.11063904987780074	0.07138118719233796	-0.7010458631288274	0.406536834373287	0.5407277888915579	0.04326906855817024
CG10249	0.6083396745393453	-0.7779680251465549	-0.849052905741527	0.6567222568313893	-0.5751217436373144	0.8305234264515271	0.8315990969673768	0.5219225889894527
aPKC	-0.003920203374690676	0.32875486176336166	0.2773462974696964	-0.46856875080400695	0.51827092611927	-0.24071477350462503	-0.5941059851219227	0.33852314868825084
CG34186	0.580194448603874	0.1383645054044668	0.01426066318628408	-0.22650516833454526	0.423724065048453	-0.24202641169673503	-0.18628237914424742	0.4925341056033374
scb	-0.3861584424738564	0.8771167589352359	0.7760558692307389	-0.2872558360437644	0.9696545543234831	-0.8064140476279211	-0.8587870836974675	-0.49973750578554554
Arf51F	0.46235533962300646	0.14166134257571467	0.021706532955229882	-0.3635565713392477	0.5613562882213237	-0.20754065507966216	-0.4026394054177515	0.5571882066487328
CG8157	0.6217368553981284	-0.7910390537599342	-0.7557682286026752	0.3606250142978395	-0.5378834392330343	0.8647180460949229	0.7002774697032382	0.8331967567152684
SRPK	-0.3913392262717662	0.8596508127693395	0.7669912638741284	-0.31318822940722363	0.9373535996272153	-0.6991813625882493	-0.8654784380452428	-0.3407410367650172
GalNAc-T1	0.6911034483034747	-0.2256914462847433	-0.5215400805409254	-0.11564572313252536	-0.05313787545869368	-0.23423407185226	0.07773952436867307	0.1411266262707869
Khc-73	-0.38550893235535444	0.6779513973190886	0.6630748902862419	-0.394580786624128	0.7118956009978119	-0.4625063575965349	-0.7621082413820254	-0.08118078332172446
Vha36	0.6458418053230254	-0.887549699179651	-0.8588234148088675	0.08966439011475115	-0.5694021752861972	0.7757078907442908	0.5615013621424995	0.8546071508785585
eIF2B-gamma	0.6318271714001765	-0.18699805096377217	-0.30504437485157515	-0.05542068407742342	0.34585495667547894	0.16675065283935656	-0.07462102499790431	0.708512652452745
CG12963	-0.6884748812539289	0.8691247146338658	0.9426383601590402	-0.3942257122708153	0.7471373077095034	-0.7374336374652852	-0.8123432493029005	-0.5808442072815254
Flo	-0.11023361357820716	-0.26663857922178663	-0.04685397380747292	-0.2725903926868546	-0.4242629295961521	0.41282212260472695	0.12697715958512729	0.5053767739418678
CG8204	-0.04770251968364134	0.11827451885561027	0.21082558245797056	-0.22533447637535217	0.4013884822004343	0.09698011358911278	-0.34407207030706005	0.4226590023907566
fus	0.3715057880009951	0.34976229992665775	0.013664530309297375	-0.2245883728236824	0.592824824720332	-0.48843659305007175	-0.47881281769094297	0.11426028357107183
CG8207	0.35155311398153843	0.124507614748176	0.033820241455225705	-0.6031485105002666	0.07420608285929953	-0.5291949107596295	-0.25253366007218514	0.1392729752628716
Vha14	0.5627793887083219	-0.9806382673876046	-0.8889882255994414	0.27837042759370206	-0.7606132365795429	0.892298656246155	0.781692306561016	0.7130509596202574
Ranbp11	-0.04712985815208204	0.10073233575953136	0.08260444207265343	0.0424632218731803	0.03912104677482572	0.21896251057729862	-0.0512600980141487	0.33501259191770827
Iap2	-0.3890480300504248	0.6284711665682989	0.6683072680020627	-0.5324254856818479	0.6515434260321318	-0.467744710837431	-0.7768040295908059	-0.018066284487773164
Mlf	-0.19472096032117986	0.31232169273764404	0.33748171386863207	-0.47171667611551893	0.488814513477065	-0.19222732614398685	-0.6180697965626036	0.22227757320767497
CG8314	-0.004207330734693294	-0.21366321562412596	-0.00206414592717294	-0.36505752241236755	-0.06437142803743885	0.32918272068727394	-0.09399177550202209	0.6192852809450808
CG8315	0.889709710574461	-0.8076277191917772	-0.9038695199444772	0.07663697186484535	-0.351491144337566	0.5666358197318827	0.47277278328073835	0.8453343714258521
ATPCL	0.4542110762966403	-0.23510214084003203	-0.517838899106791	0.35569165116383467	0.12960039820824504	0.06395008250625216	0.124548394490423	-0.014399082294600456
CG8386	0.9495729408943162	-0.5503114887870928	-0.7152218032193324	0.10538206580885154	-0.21318797311177723	0.24108989412213713	0.44214026214288454	0.6212093969663478
CG8397	0.7728793204388531	-0.36089078005972547	-0.5563317146901188	-0.5233087050453844	0.0905474598064384	-0.11065106081309943	-0.1802304100002131	0.6332660646843866
CG8399	-0.09385051930150815	0.07291400150587671	0.17163827332983736	-0.13194255867060087	0.0755520384381616	0.2357301278287242	-0.1205041964777367	0.4557246469390332
casp	-0.48883274120882686	0.8784583505645891	0.8265484156652801	-0.33545930971125015	0.9351140717825458	-0.7496675602020474	-0.8871136090510909	-0.4659506408804342
CG8405	-0.4419597184703548	0.883697863521727	0.7829756860393616	-0.17429186150060347	0.9373928142400283	-0.6767211359341411	-0.8089929143133257	-0.44812829363208984
Dg	-0.31133742417432964	0.74997238173312	0.6704332454631304	-0.4378037726477851	0.9057162417234036	-0.6561305340636177	-0.8915040568735267	-0.20062637177865997
mRpL34	0.8063693519585576	-0.789225845515463	-0.8556280361055447	0.05212573494359333	-0.4035324026734215	0.6324865340924678	0.46345853281499116	0.9047036018912413
Rho1	-0.3892841980873157	0.9002876313263143	0.8525803162549849	-0.2988778812067808	0.9000443955714816	-0.7566184775972253	-0.789104577240533	-0.38993500606117365
Asph	0.1606716623958072	0.37367261064398116	0.19021993299756923	-0.0470009941350376	0.8398353808171518	-0.37017585945668685	-0.5258008741340847	-0.011626016481175724
spin	0.6017808052168611	-0.18408223600097115	-0.4258054175302011	-0.08469064767469225	0.29159561343973317	0.07411738849487667	-0.15017327923672147	0.5495900345795429
Got1	0.5223761222204482	-0.9560388339202445	-0.866709733776711	0.2650181543580838	-0.9081827433366167	0.7820756043612407	0.8583532728029244	0.5386847189420177
Aats-cys	0.8906693918325307	-0.7509292621602517	-0.9090655181414262	0.06694424423083031	-0.3521454630851876	0.5002426159021993	0.4359899383577452	0.7975360494475967
Lis-1	-0.2812279171207149	0.6921566477868188	0.6419591184763475	-0.48030624873282063	0.8777681565715959	-0.6100317541220132	-0.8757466300346508	-0.11728738212069069
CG8443	0.6242696262141164	-0.692765008052445	-0.7300507634147522	0.03892201858857898	-0.30764026165383684	0.6337352892150925	0.34474179531251314	0.8422789596979716
CG8446	-0.6352134288028013	0.9095688027672975	0.9552993172791162	-0.10094060971380613	0.7184297594307534	-0.6392604124858916	-0.6136781337116822	-0.5913510964802923
mrj	-0.41240400628270824	0.895567196318266	0.7997249956740181	-0.15654222310355234	0.961923984424718	-0.7432255943798239	-0.7866966346087644	-0.5192767582419896
CG15706	-0.32361882387367324	0.6734231028285586	0.5628378738457784	-0.14302982631909608	0.910664994615503	-0.6105220784253969	-0.7512633947095841	-0.45831211178416975
Khc	0.754017383479902	-0.2448813634082933	-0.5308087521907279	-0.2223173966109846	0.18538046280219836	-0.03318632769441935	-0.12418075930231667	0.5784803816485768
JhI-26	-0.17334691277559713	-0.28748530611853906	-0.10338207549779119	0.33674321025706705	-0.5959321900605197	0.27316480481739513	0.5724690039520834	-0.289389799055264
Vha44	0.7081860959663555	-0.8630561248967802	-0.8785608123359274	0.13855176148883167	-0.5353886533223453	0.7565433048068464	0.572073200209666	0.861305791086561
Hmgs	0.8563061448039601	-0.5465225138257446	-0.7758733474739088	-0.26276018457876915	-0.1715076045176778	0.08294142271864853	0.11954977922995325	0.599482741496393
Nup62	-0.2864414325098832	0.6898257586155869	0.644861267424473	-0.5850903493016998	0.8495874744337166	-0.6625619846433177	-0.9163306183511597	-0.11715872206915742
RpS15	0.7383360581412173	-0.6959513642992169	-0.6939128737256308	-0.1499324426792687	-0.2923761430416716	0.544053213821235	0.3071545900038725	0.975905135817827
CG8317	-0.7416378695173875	0.885220069207377	0.935428124678843	-0.1517535368169264	0.463899542968402	-0.6547320246035715	-0.5353738564656731	-0.7056442178782709
RpLP2	0.6470893263240259	-0.800233342468187	-0.7955724253030702	0.0647295793205487	-0.40375860764402155	0.709534053074084	0.4425856693899154	0.8606187483358736
CG8306	0.7530767354885465	-0.3411384511380789	-0.6293193721867899	-0.26465187453482797	-0.05731812142912191	-0.15350405463459377	0.004701437933729884	0.33896091417057433
Picot	0.8017901228345503	-0.7631262250118828	-0.847946049732265	-0.17780236954688838	-0.3409793786554085	0.45944050561434324	0.2926434543525209	0.8548859175541844
CG30463	-0.22513078909135906	0.7864492719161507	0.6994224738497152	-0.39363376286045265	0.792430234812481	-0.6619723272986318	-0.7529110453135942	-0.12001148461170713
Chit	0.2709541162865054	-0.6412188753537005	-0.5838337282151146	0.514911746518944	-0.8122152358933735	0.5661222840323408	0.8674530638540329	0.06416163115147254
Sod2	0.8506080196089995	-0.7949186860519917	-0.9657857896942149	0.22370471460320782	-0.4766135444823132	0.49955462576670384	0.5807887774487295	0.5864060150532893
Dek	-0.13988926589176146	0.7794501156439124	0.5936879400351286	-0.588673349344178	0.8396017727089722	-0.8696204293254111	-0.9129656555492535	-0.22596007256146242
Ef1beta	0.8923865727015966	-0.7552007287589099	-0.7963463482944023	0.12745704885337159	-0.4685599377740586	0.5991710181098652	0.6167193379599404	0.9058684016696945
CG6426	-0.07499035922986637	-0.19702143315228413	-0.08649696448683918	0.15439646997436235	-0.5961788468791352	0.09296442329807696	0.4800772380126192	-0.24493881585826516
