Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG2269,45.6465,20.3107,5.92246,4.36426,8.77042,10.9786
Jra,29.6625,21.0669,18.9282,27.1227,35.6936,50.5572
CG1381,139.699,70.0443,45.0794,20.3322,22.3535,25.2754
14-3-3zeta,508.282,585.636,455.359,346.702,347.991,411.504
Pfk,179.585,153.188,168.996,114.093,77.9218,39.0122
CG11866,11.8726,7.15062,6.61062,9.36791,16.4014,17.7209
CCS,5.45317,6.79081,8.28497,8.22934,9.19152,11.243
gem,52.3073,43.2816,39.4309,34.1327,50.9806,53.9085
KCNQ,26.2689,19.7873,29.6382,8.13101,12.3974,12.0304
CG12214,11.3731,4.6427,8.79823,16.5242,35.6846,57.0785
Hr46,3.52068,19.428,4.16114,0.496894,2.67167,20.5185
Syb,68.0136,92.4728,82.0846,125.904,152.322,183.304
CG12911,25.117,18.6739,12.8971,2.48904,2.17017,2.08774
CG12910,13.8487,12.4351,9.63662,9.73579,9.55363,7.6052
CAP,90.0374,61.226,69.7149,41.2132,39.6946,29.3392
JhI-1,11.1785,8.31709,6.44278,3.6242,4.20029,4.65203
CG12909,45.7289,19.1137,11.8988,6.88738,7.31313,8.56893
Ndg,85.9643,78.973,56.894,22.0019,27.2406,13.3447
CG34222,2.5323,1.99809,3.07647,5.08484,8.95568,12.7351
CG12907,0,0,0.205398,5.18319,11.2971,17.0058
CG12902,0,0,0.48752,13.0941,31.4615,40.7952
Prx2540-2,4.7085,9.53597,11.783,10.8409,1.97327,0.422059
CG12895,21.5607,27.06,21.8495,13.6488,12.3318,14.2315
G-oalpha47A,49.5536,26.7664,10.9977,7.64899,19.1126,27.2305
Cyp49a1,5.29705,23.7769,11.638,2.51815,0,0
CG11777,5.46937,7.89882,6.26017,7.63839,7.86925,11.9336
CPTI,26.3838,54.3245,49.7565,54.5315,84.9159,76.644
trsn,8.74609,17.8676,13.3462,24.3569,28.5411,35.8538
CG17765,57.5477,51.953,35.759,51.2006,56.2449,65.9037
lola,100.418,66.9127,62.7763,55.9034,118.569,118.047
psq,26.0582,24.9087,13.1781,10.9043,29.8374,30.5843
CG11883,19.7715,6.75567,5.74494,3.04908,2.93119,3.62912
StIP,17.4465,11.5734,8.33809,5.21432,6.5347,7.414
CG12934,616.925,653.855,647.169,836.382,805.562,789.255
Rab3,34.419,12.0895,3.69857,2.65349,4.38834,5.12517
CG12309,0,0,0,7.78187,18.6235,25.1647
CG12338,27.7755,25.5535,33.581,51.0643,43.7962,54.3977
CG7220,20.9257,27.3779,23.1458,41.7985,61.6415,146.816
Mat1,8.45347,9.45781,6.83014,9.63178,12.9849,14.3657
CG33144,16.7859,10.0489,12.5185,9.70959,20.0419,40.2377
CG12340,10.7806,6.3681,5.75207,6.28009,9.5955,12.3579
CG12935,21.7796,25.9309,15.8774,4.31996,5.19376,6.97432
CG7637,134.056,79.5588,39.981,24.1937,28.9725,33.2766
CG12341,8.28531,6.77723,7.12229,10.4201,12.0871,19.1028
CG7222,8.69651,7.60624,8.44001,15.205,26.0586,52.6677
Prosbeta5,65.7054,143.272,118.722,164.65,253.92,315.636
RpS15Ab,95.3986,78.3953,117.592,77.5417,77.0311,82.4845
CG12343,7.94813,11.17,7.5484,10.3401,17.1931,23.2199
CG12325,27.4363,12.7105,8.1516,3.91816,4.95277,5.7752
CG7686,136.612,61.9821,58.1814,65.3558,76.7703,90.4899
CG30015,12.1407,11.0826,7.48323,9.13869,21.3634,30.3336
CG30016,6.20574,7.94507,20.6046,20.9427,15.0896,9.74274
CG6751,100.114,47.5895,34.8269,13.726,15.6517,15.968
Taf5,9.08804,7.67814,5.5924,5.80441,8.37027,11.361
CG18003,87.5218,52.3063,114.242,33.8528,29.5165,36.582
CG18004,12.6033,9.14427,8.1793,10.7298,14.3397,17.6598
CG30020,7.33406,5.12399,4.41402,7.29893,11.7161,13.448
CG7712,255.367,213.178,190.532,119.24,74.7765,67.9623
Rpb5,79.9861,44.6054,30.847,23.1259,29.078,31.8154
CG12391,13.1065,11.7828,8.23511,10.3229,16.662,17.7762
CG13230,20.1026,214.627,50.2767,38.1182,0.609428,0.159316
shn,10.5174,6.13327,7.78584,5.67315,10.6415,9.34787
CG9084,6.77704,9.81449,8.61209,25.6457,29.3174,32.6585
Syx6,17.8785,11.994,8.12056,13.3271,18.0114,19.5677
CG7737,20.0701,12.6143,9.55778,2.29013,1.80638,1.91608
skf,14.376,9.46283,9.71088,5.66902,5.29128,5.05097
CG13218,25.2987,9.50111,34.5104,1.12009,1.05924,0.712045
CG13228,2.03857,1.28719,17.8113,0.121068,0.21808,0.128273
CG13227,10.6025,5.15046,40.2894,6.56135,4.96172,4.24104
CG13217,98.2234,39.4733,62.9094,1.01847,0.275185,0.359693
CG13216,2.11551,89.8306,22.3463,0,0,0.157163
CG13215,7.10886,1.98413,3.48547,0.492551,3.29542,37.5244
CG9080,3.42783,1.70251,3.27313,67.4318,75.4154,17.3303
CG13226,0.341435,4.1574,17.9569,0.0345909,0.0934627,0.0977317
CG34227,0.500585,0.281319,2.31114,5676.26,7699.62,3078.33
Cpr47Eb,99.4178,369.61,145.013,46.8294,11.4756,2.94306
Cpr47Ec,10.212,82.1956,820.666,292.82,28.4792,1.40971
Cpr47Ed,3.06225,18.3145,3.37709,0.0643175,0,0.0908599
TpnC47D,994.031,939.07,1359.49,639.574,204.866,71.8277
Cpr47Eg,3655.78,360.696,10174.9,612.012,13.4635,2.29541
CG9067,12.617,16.0963,12.654,14.4159,16.4205,20.7395
CG9062,8.89832,8.77266,7.91439,8.28647,10.1459,11.0681
CG13220,112.838,156.686,136.771,68.7936,52.6715,60.9687
CG18335,0.0116489,0.0257232,0.117702,5.62443,12.3943,17.4318
dare,12.3447,18.6343,14.1889,12.3049,11.6222,13.1178
CG18336,1.70564,2.3509,1.33209,4.7993,10.2991,12.8464
CG42336,145.264,315.339,241.102,186.117,108.032,94.4573
Fpps,12.2715,30.0355,32.7576,39.4919,37.0296,37.0447
lambdaTry,69.601,85.6445,32.0997,33.5465,1.85172,0.294122
kappaTry,39.8703,50.7993,19.6485,41.5686,4.88696,0.748906
zetaTry,164.731,162.648,93.7853,141.321,32.6608,8.48282
etaTry,24.682,32.0511,20.6536,42.7283,24.4432,14.9024
thetaTry,71.6335,210.2,108.587,286.472,131.799,51.2605
alphaTry,840.788,495.61,119.059,129,159.926,180.562
epsilonTry,854.571,1503.9,740.171,1984.01,1232.31,542.555
betaTry,31.2503,102.351,44.95,64.685,37.4916,14.9311
iotaTry,13.3373,22.4275,20.415,88.7306,45.1433,14.5126
CG12384,82.6689,101.496,134.926,290.608,315.445,305.658
ix,7.86566,7.5911,5.0058,9.14737,11.6517,14.9837
san,60.0064,60.9361,42.1063,30.4827,31.8814,38.3835
Tapdelta,318.177,542.563,331.384,199.317,161.553,186.489
CG9027,88.0175,67.57,57.6714,155.753,176.337,161.203
CG30022,13.4942,17.3274,23.1868,21.8383,15.8301,14.5505
CG34054,6.87507,8.10456,14.1471,1.98193,0.503468,0.179476
Drip,33.3625,50.5335,37.4176,19.4839,31.8896,48.7065
CG7763,0,0,0,36.2305,26.4364,9.32369
CG7777,18.918,18.5858,18.5109,22.947,52.3114,106.551
E(Pc),14.9935,8.15807,7.27188,6.35062,14.106,14.1726
tou,19.5115,10.3369,7.61148,9.32843,23.9053,33.6922
Egm,42.2399,45.4188,33.4073,11.3097,10.9899,10.4843
CG9005,13.0968,9.28477,9.18009,9.51203,35.7459,73.6015
CG9003,7.04202,4.62278,5.27897,11.7099,42.7331,108.205
CG34228,15.502,24.6835,18.2736,14.6937,11.4881,11.3062
Roc2,5.76042,7.50804,8.00393,23.0235,31.4434,43.051
CG30035,47.6967,37.6662,58.8554,64.3833,70.2478,36.4382
Buffy,3.73599,2.91089,5.05296,2.37367,4.08133,10.5585
CG13196,0,14.2948,1.67343,0,0,0
wal,244.663,295.751,359.467,183.092,131.214,106.095
CG13197,6.22165,6.73325,6.66608,8.10947,11.4899,16.6072
CG13192,15.2697,16.5732,16.3875,14.1276,15.905,19.4193
CG34229,10.4006,17.5226,9.41076,6.69467,7.41471,8.88231
S2P,9.80393,10.7556,10.9743,14.0974,16.584,19.3883
Mtor,11.8831,13.0108,11.8703,13.4269,22.5044,24.6296
TwdlBeta,1.94275,176.467,155.249,3.72538,0.807747,0.316741
Damm,0.303498,0.712799,2.5892,16.7266,12.146,5.18738
CG13185,11.5061,5.94872,4.99568,1.31578,2.96576,3.19011
ERp60,298.888,540.913,377.955,302.182,371.115,400.041
Ef1alpha48D,7717.83,7549.7,7151.4,6225.3,6746.77,7051.94
MCPH1,6.60526,6.74487,5.23278,9.8759,20.8488,26.5919
CG13189,20.668,21.9172,16.5071,11.7909,8.41989,10.5821
CG13183,12.5534,5.21958,23.2485,19.4942,20.4098,20.1405
CG13188,9.88809,25.6079,23.9973,10.0594,7.59635,5.95466
CG8979,27.2968,32.4921,22.7496,39.4297,63.6147,86.5576
CG8290,5.64151,4.5601,3.80125,5.1284,9.98833,12.1953
RnrS,47.0347,50.9981,29.3854,26.4824,29.6453,38.1843
rho-7,31.359,36.6021,30.2041,23.1982,23.8342,27.9846
CG8298,10.0943,7.11159,6.68112,8.67112,12.2327,13.9169
otk,7.50672,2.82717,1.84932,5.28101,11.9363,16.9568
pds5,10.4141,8.58912,7.46445,7.14028,11.4556,13.862
CG8321,9.21961,4.94762,8.69608,12.2972,11.1314,11.5228
128up,101.41,83.3774,54.9351,31.7436,33.8378,39.1271
RpIII128,14.2828,8.95241,7.38313,5.71311,7.63547,7.891
CG30039,0,0.015661,0.0335638,7.01299,15.0735,25.8925
CG8888,39.6457,72.1374,161.348,203.194,253.229,211.302
CG18343,25.2993,50.6187,57.5384,114.286,124.708,126.596
skpB,2.26304,1.25016,1.18203,8.90875,15.0443,17.4732
CG8378,19.04,14.7432,12.2579,12.4214,18.3207,20.2969
CG8878,9.88002,7.08606,5.50904,6.6529,13.146,19.1616
CG8407,0.438708,0.305614,0.140352,3.44732,8.93167,11.1742
prp8,35.6204,33.756,22.6254,19.8137,30.0753,31.6906
CG13177,1.51676,0.922131,3.81136,14.5338,61.043,120.203
CG34232,95.196,95.0863,44.9443,86.4725,96.5035,64.5571
Oda,250.636,233.698,222.885,373.102,422.806,373.526
SmD3,60.5331,53.0468,41.9683,47.8256,64.9941,67.6547
Cct5,378.902,294.933,230.482,110.07,142.461,153.696
CG8860,85.8841,188.566,112.929,131.767,102.604,142.916
DebB,47.7786,65.9137,39.3889,46.2797,53.7913,62.0769
Cyp6g1,8.89751,27.6539,54.3918,107.1,158.307,101.593
CG8858,4.99608,7.02427,6.67082,8.3571,15.6431,20.3995
RpS11,3737.9,2878.67,2383.75,2003.64,1791.33,1917.55
CG8854,7.03261,17.0691,10.5153,2.01015,2.94051,2.71308
CG13170,1.01273,13.3519,93.6557,1.81397,0.188509,0.19712
CG13169,0.306416,6.8428,39.4729,3.87884,1.18825,0.5405
CG13168,0.336033,0.0447251,0.0479216,4.80509,12.1576,16.9914
Cam,319.221,451.372,303.529,243.694,272.767,343.959
CG8850,12.5435,5.76395,7.40855,6.31807,10.7402,18.5953
CG30046,6.98017,2.06126,8.45544,9.33884,21.0738,22.9916
CG13163,7.31442,10.2382,7.2141,5.7045,5.79943,7.55701
garz,18.0251,25.845,20.1406,12.5263,17.3545,17.7589
CG8490,7.0526,7.08335,6.57211,10.1532,13.296,12.6274
CG8839,47.8624,48.6939,53.2875,86.6718,134.675,183.278
CG30047,8.83774,10.7984,8.63794,12.8167,8.59432,5.65644
CG30043,7.80411,13.2979,8.97293,32.6512,15.5745,6.7333
CG33012,11.2667,4.83575,11.7471,19.2942,8.77466,4.611
CG13160,22.6976,23.6914,26.0028,18.1857,6.00315,1.53329
CG13159,4.80382,15.0431,3.82502,1.59341,0.331178,0.303017
CG8501,14.7382,17.195,27.6996,37.1702,74.9535,120.509
Cpr49Ac,4.0761,52.6991,38.0029,427.051,2347.05,5619.81
Cpr49Af,6.88785,2.75683,196.45,352.383,43.7292,6.36449
Cpr49Ag,111.747,134.948,261.177,45.3129,29.094,60.45
Cpr49Ah,0.0250267,2.45074,2.17778,21.9824,7.76409,0.852466
CG13157,1.18481,20.687,1.91701,0.0351822,0.0475302,0.0124253
CG8520,34.5817,28.9756,25.7237,10.3411,9.45242,10.3529
CG8525,30.0887,22.3718,32.5918,29.8815,27.2304,24.9511
CG8831,14.8379,14.2236,10.2249,8.05157,11.72,12.3804
CG8830,13.2573,11.51,8.61306,12.7488,23.9733,28.7249
CG30051,4.15948,6.88831,6.1274,9.24256,10.5458,11.7058
Dyb,14.0058,7.88436,9.38022,7.30343,9.98597,10.7658
CG30334,11.1536,0.879794,22.144,4.20484,8.77008,11.5988
Lac,48.2781,35.0279,25.4475,31.6055,58.4447,75.7132
CG8545,87.3207,44.8459,27.6174,13.7174,17.4872,21.105
CG8550,0.263885,1.04444,7.28122,19.5687,7.29775,1.56841
fdl,11.4046,13.8929,10.6145,8.13525,14.4756,17.2722
CG8818,45.3029,42.7809,37.5672,35.9851,39.0164,41.2454
fra,8.53071,4.33899,2.93785,4.70766,12.648,19.8661
CG30056,0,0,0,2.91067,7.32475,12.0937
Cyp301a1,4.58088,29.0628,10.703,2.78849,2.26844,1.82477
CG8594,6.57349,9.01679,8.62039,14.5083,18.9601,28.3605
Sin3A,31.5796,21.1952,19.2327,16.4329,33.1071,34.727
Amph,53.9168,74.3554,54.0659,17.9502,12.903,10.0377
Galpha49B,12.7052,13.7227,10.2626,9.78215,18.6667,25.7668
spt4,18.7979,44.7997,25.739,28.2725,31.843,35.2311
CG33672,3.10388,13.1225,6.69081,4.31689,5.501,2.47925
Iswi,14.4325,12.1074,9.51355,16.0321,26.7634,33.8947
CG8785,47.8245,53.6851,28.6086,44.8586,9.12731,23.995
CG8778,25.6196,53.8794,51.2182,20.7551,14.2841,15.8649
CG8632,8.14933,13.6766,12.0646,10.39,11.4398,12.2421
CG8776,67.4123,41.4089,57.7981,34.6303,24.8606,27.5718
nemy,47.1931,31.6142,30.4145,22.6644,24.1927,17.2357
Obp49a,31.7535,17.1404,13.2697,21.725,15.2708,10.5917
CG12488,7.63806,5.4519,4.50349,4.42034,11.9,20.6219
mRpL18,48.6708,49.6719,31.4972,11.3485,9.62991,11.3877
ox,486.107,494.53,414.007,306.714,144.314,139.406
Dgkepsilon,12.3818,12.8472,11.7894,16.5782,22.3388,22.0468
Nacalpha,1496.67,1174.05,960.814,662.887,646.847,627.765
Cyp9h1,5.96821,4.0476,3.30011,14.5776,11.5578,9.74775
CG17574,44.4705,56.1233,42.152,111.165,93.3551,103.295
bic,610.104,438.798,379.07,247.861,271.09,286.182
CG3814,60.4255,88.2626,57.8737,53.5666,21.4301,25.0837
Nmda1,34.8666,30.7059,32.1677,47.3078,60.6875,95.7815
Aats-asp,121.114,121.701,114.243,102.275,99.8295,135.862
NAT1,80.7606,89.6514,65.0286,71.9197,192.412,289.234
CG13319,12.68,18.3727,14.3055,20.3731,23.7893,26.2055
sug,34.6753,41.8476,22.7177,37.1389,20.7523,7.25363
CG17019,12.1395,9.3103,8.62823,10.8113,17.0924,20.1711
CG13322,5.95948,5.11832,5.12791,8.8381,15.3792,25.1404
Sans,9.10455,13.1691,6.5199,5.36834,9.64516,17.7978
CG30487,0,0,0,3.75204,8.563,16.6732
Mdr49,24.0315,21.7436,20.8662,11.0879,10.1548,17.908
CG3884,136.738,136.35,144.846,126.448,87.2286,56.8768
CG13321,435.718,430.487,382.618,191.048,102.382,56.8034
CG13323,365.651,386.284,592.557,135.439,135.785,130.305
CG13324,33.6711,38.2955,58.4257,28.8401,27.607,16.0919
Cap-G,3.84033,4.19913,4.13348,7.51578,13.7096,14.2607
PR2,6.08673,5.36914,5.30801,9.89715,17.0441,27.5837
TppII,32.902,40.5612,36.9622,46.9539,80.844,105.687
CG34439,230.628,219.554,153.584,115.67,68.4368,64.9465
Spt-I,35.8534,38.7358,29.7411,24.2754,26.8656,29.118
CG33138,38.7607,50.5758,103.773,59.8123,22.2154,11.1301
CG17724,11.4453,6.50191,6.51099,7.61517,15.7038,18.6222
seq,15.9319,4.34118,3.81202,3.83497,12.3587,11.209
Aats-val,46.0775,52.2851,37.1845,14.3495,17.3472,17.7373
CG34312,0,0,0,0,0,13.7035
AQP,6.69029,6.92037,14.3519,10.7276,6.58532,2.58393
CG4627,21.7087,23.3386,16.9696,5.34979,5.19674,5.7128
CG4630,1.39093,1.88224,3.63111,10.3025,12.5606,8.19164
CG4646,24.6983,29.0734,24.6126,19.7729,21.2584,23.9902
CG17059,18.207,31.7373,28.4126,38.3555,40.6781,51.2896
CG4663,19.9193,16.5741,17.4495,23.0802,22.5456,24.4685
CG12765,9.6397,8.12139,7.66121,8.48235,10.7738,13.8776
CG4670,22.2068,32.8138,36.113,34.0743,30.2663,23.8028
CG4679,36.6776,44.2132,25.8506,6.61204,6.66602,7.56305
Mp20,2225.63,2056.64,3145.46,2181.15,1253.36,1036.39
CG4716,0.0207354,0.13813,8.54588,104.81,43.5776,9.9418
CG10799,4.51235,8.42628,42.8089,120.357,76.3702,52.6227
CG42319,11.431,11.8774,18.5169,35.2134,40.6827,36.3256
CG4734,68.5383,64.3003,152.399,464.716,386.137,212.016
CG17047,9.81758,56.9526,9.8813,2.98275,1.83086,0.912513
CG10814,1.8955,53.7185,8.85589,3.46967,0.292483,0.253528
CG42321,21.4041,17.869,14.8875,12.2765,18.5077,19.9222
CG30065,0,0,0,5.21672,11.5992,16.5815
cnn,8.27093,4.75935,4.59549,7.81179,15.963,25.6667
cbs,6.82463,7.27242,4.9969,8.86359,11.0965,14.1787
arr,8.23256,4.98776,6.45841,8.74683,16.7718,19.6649
drk,12.0638,20.1085,14.484,20.4289,34.2841,45.4278
mars,1.07519,1.85972,2.50506,7.14716,12.6912,12.3665
EfTuM,299.52,277.669,200.68,44.528,44.4624,40.854
Vmat,33.4726,11.6309,5.09618,1.46212,3.54104,6.29925
CG13330,25.7538,6.67137,2.82622,2.18247,5.04133,5.46146
CG6145,20.2983,22.1133,19.8534,22.1884,31.8038,50.841
CG33156,11.3126,10.5944,6.23953,6.1662,8.11865,10.7621
Roe1,96.3099,91.7442,68.6027,24.0222,26.3991,30.7264
CG13335,19.5341,24.2818,66.1724,57.4403,57.814,48.6563
CG6191,22.6681,15.1927,14.3438,11.8916,24.7543,33.073
CG6197,14.3403,14.4407,10.7715,11.9335,16.2094,16.6334
CG34236,0.308393,0.908438,1.10501,4.67401,8.27577,14.2187
CG13340,0,0,1.11847,35.7084,94.4903,102.245
Cpr50Cb,3.7461,21.2818,53.1297,0.846619,0.736212,0.226828
stj,12.4952,4.34417,1.89808,1.41275,2.74696,3.10846
fl(2)d,25.2616,20.8491,14.8877,12.6541,24.3979,32.5116
CG6329,30.2936,14.6827,5.25666,2.65542,6.04089,6.96597
CG6337,17.0283,119.073,81.7209,7.68625,6.24431,5.28829
CG6347,4.80197,81.2504,13.3445,0.0565169,0.118771,0.0399202
CG6357,0.212374,0.136873,0.810998,10.9033,21.6323,33.0694
synaptogyrin,28.3693,9.38804,3.18678,1.90823,2.79893,2.77273
CG6543,296.975,374.232,553.895,260.892,114.212,77.1185
tum,1.70546,3.01677,4.54932,11.3768,14.9039,14.5157
CG13343,11.8377,16.9356,15.4979,13.7741,15.68,16.3447
CG16935,25.8327,34.6763,37.5834,28.5618,21.7211,18.3647
shot,40.4914,28.2339,50.6644,16.0525,39.0106,33.2423
AGO1,38.6354,23.304,16.7859,10.4956,37.6657,48.3089
CG33155,96.0619,105.071,71.7642,43.3504,43.7541,54.1927
CG13349,46.8949,83.1368,69.1896,98.9971,185.872,254.493
Cp1,77.0814,172.957,213.186,273.523,522.268,772.123
Aats-phe,34.6115,36.8073,32.9421,21.5754,18.2949,21.0233
CG6704,2.14423,10.7557,1.96674,5.63548,6.11377,4.34243
CG18568,0.0580578,0.277333,0.633988,6.11948,13.7787,17.3039
CG6701,3.78885,5.6738,7.56413,15.6034,21.9693,27.3689
CG8067,11.1603,16.1056,13.1494,7.00811,7.11459,7.60181
RN-tre,16.2575,14.5186,12.5899,10.4001,16.7752,26.3047
mam,14.0061,7.37576,7.02516,5.18556,18.3508,24.8387
Prosap,14.3923,7.30422,4.98541,4.16111,15.4832,20.2053
CG42288,0,0,0,2.58961,6.92735,10.8111
CG13018,10.7552,20.486,15.2925,11.8344,8.89765,9.62867
CG13016,8.54345,9.04622,6.67407,7.98969,9.39238,11.441
CG8257,6.03742,7.66698,5.56821,7.15259,10.7003,12.8962
O-fut1,7.45006,10.7312,8.19273,17.8374,27.6214,35.8987
Tango7,236.106,222.21,150.566,144.152,156.566,177.184
CG8323,25.3052,24.1773,21.2685,7.92101,4.59273,5.5469
CG18327,14.0784,16.5673,18.7124,5.3322,0.549532,0.993116
CG18324,12.1853,17.9861,13.6311,8.9041,7.10652,8.66368
CG8331,168.166,256.156,201.373,249.4,180.046,160.814
mRpS16,76.7147,82.2617,54.7048,23.8947,25.7254,30.7417
cg,34.6613,23.1765,19.0441,20.8135,36.0051,43.3564
CG30069,5.6897,7.54081,10.2948,6.34562,11.7866,12.1218
CG8394,17.8515,4.86427,1.94261,1.24238,2.42663,2.86523
RpS23,3307.86,2879.69,2069.67,1813.97,1667.7,1837.86
CG8468,113.202,101.897,67.2444,41.5133,44.1629,49.097
opa1-like,51.5627,50.7141,45.982,31.0725,31.8673,32.0942
CG8485,15.0582,12.6229,8.39419,6.14609,9.58122,13.2115
CG8494,6.1883,5.8901,4.59355,5.59579,8.81971,11.8525
CG8503,21.4758,30.0389,38.8995,11.8126,8.50405,6.00523
Mdr50,8.00913,12.4148,7.10009,16.6374,10.8032,10.6409
Hsc70-5,310.652,272.641,195.308,46.4713,49.5202,52.2517
CG8531,57.6782,67.4128,53.2885,27.9626,30.6608,33.7844
beta4GalNAcTA,15.3224,14.3917,10.3946,7.37369,8.92621,10.9674
CG8547,83.2127,46.8112,62.0935,67.1747,92.1402,83.7515
SelD,160.964,146.839,115.529,80.4056,105.474,106.727
Ih,21.1503,10.401,13.0069,7.07324,17.1471,26.9133
CG8613,11.1803,11.762,10.9231,12.8592,13.5019,14.8433
CG8617,8.8604,6.54841,6.06189,9.47495,14.4119,15.0615
Arc1,12.2243,8.40381,37.5066,43.8357,58.0954,59.1457
Tfb1,28.1424,19.8176,21.2295,26.6782,30.9393,32.3645
CG17385,46.3789,36.6922,35.6057,36.6485,42.2824,42.4977
CG17386,0.313299,8.02987,10.5693,0.388123,16.0202,90.5688
L,24.2184,16.2568,19.2208,18.3913,17.4739,18.4321
Asx,9.6634,5.43855,5.27171,4.75411,11.8017,13.3802
Cpr51A,13.2836,305.56,337.29,32.7944,31.2087,15.189
CG30197,53.5669,0,118.007,51.7112,74.0544,79.3389
LamC,166.202,112.815,126.727,62.0427,63.8454,33.4026
RpI1,49.8044,23.5846,18.0056,6.70668,8.72935,8.76155
CG30077,17.2283,17.8653,12.2906,15.6077,16.3227,21.0795
tra2,11.4448,9.82128,12.0714,13.2965,18.5041,21.9219
CG12868,2.94384,5.38356,9.34956,16.3147,14.739,22.1255
Su(var)2-HP2,4.97175,4.70914,3.78644,4.57322,9.14479,11.9781
Sec61beta,235.358,449.149,309.86,175.682,151.599,215.933
Uhg5,22.4074,20.3008,12.3911,5.42579,5.89872,10.7915
CG10131,35.5171,54.3629,55.7675,21.2266,23.3003,20.3775
CG10139,12.9131,9.4419,7.82744,11.6759,16.1033,19.3674
CG12861,0,0.0103227,0.486705,23.3134,56.8572,76.2001
CG12860,0,0.0190758,0.143088,14.3401,43.7263,55.0024
mspo,20.1295,8.68933,6.03437,3.67943,5.63186,6.07987
CG30479,15.1621,7.36044,10.5864,12.9505,11.9825,2.24937
CG12858,29.3368,9.42083,3.20833,1.00704,1.76178,1.31516
Dro,2.47507,0.511427,7.09217,27.236,58.7022,35.5338
AttA,1.09482,0.328646,9.09511,27.449,32.7119,16.0478
AttB,0.817887,0.245991,10.3888,25.4179,24.5559,5.12961
Rpn6,49.0739,89.4885,66,112.616,217.614,359.688
ave,6.14962,5.97222,4.97501,7.8522,11.5538,21.0567
CG12859,208.808,194.428,178.521,89.4797,52.4987,43.319
CG10153,11.584,15.6694,9.98031,18.1574,20.3563,26.8223
CG12857,0.110233,0.0718041,0.290675,4.19398,8.20747,12.8613
Spred,25.1927,16.0936,11.0272,11.1959,18.7768,24.0855
BEAF-32,25.597,21.5018,15.5905,22.9498,31.8685,39.9792
CG10200,301.718,381.831,293.775,123.265,70.5543,86.2227
CG10205,16.8742,78.2102,29.1335,12.1645,12.486,12.4478
NaPi-T,25.8652,14.2828,25.9623,17.1284,13.3598,14.9352
SMC2,1.24933,2.40678,3.00669,6.98634,9.15723,10.3432
Ciao1,47.5851,38.3889,30.9472,24.234,28.2799,30.5251
CG33506,17.2823,29.41,23.1831,11.1515,9.90757,10.651
Pcf11,14.5813,11.2682,10.4235,12.1251,18.3364,20.5414
Cyp6a17,24.4479,16.1017,22.4023,38.243,19.2889,12.4673
Cyp6a23,10.4798,12.1966,17.0733,19.5812,5.63383,1.77728
Cyp6a21,4.34501,33.1835,18.3248,20.5338,7.12029,3.95366
Cyp6a8,36.2408,41.7743,65.527,27.2189,7.51035,2.42646
CG10249,28.1692,27.0412,32.9934,19.7679,19.4212,16.6067
CG12853,0,0.0343881,0.368494,10.8611,20.1671,30.3713
Lap1,4.15621,2.89804,1.90789,2.69615,6.61239,12.2677
aPKC,27.8219,20.6584,12.5446,11.3274,24.1925,26.5672
CG30475,19.9895,4.3987,1.81833,0,2.92094,2.42922
CG12424,17.4633,8.00321,11.2051,7.1257,15.4892,16.3701
pcs,11.4342,10.4559,9.335,10.5864,20.036,32.3126
CG7639,37.7812,32.7535,25.4411,10.1867,9.17984,9.49129
chn,28.459,8.26638,4.40293,3.82695,9.42374,10.8709
CG34186,28.551,35.9356,25.8683,23.582,26.7331,36.3615
igl,24.9567,12.8667,4.16249,1.51405,1.72167,2.4783
CG8090,3.89563,7.34067,6.48038,8.24248,9.66592,14.833
CG11807,9.47589,11.1504,10.14,10.8374,15.3447,21.3087
CG8093,40.1696,9.51882,38.0204,51.4798,61.6405,81.119
mRpL41,34.7361,41.2503,28.4469,11.7937,9.93302,12.974
Hex-C,14.52,24.8595,67.2627,1.08267,0.465181,1.51603
scb,17.7365,22.9029,21.1206,22.638,30.6064,50.3337
CG34123,11.908,6.5668,7.05707,5.71671,9.53356,10.1732
mus210,12.06,7.47402,6.50444,10.9223,19.2217,24.1614
CG8155,5.91168,5.7603,4.8152,6.31326,11.3029,16.373
Arf51F,41.9719,42.3604,32.8519,27.8448,35.5965,49.8963
CG8157,597.035,314.626,421.338,80.482,63.3346,14.6738
CG8160,253.221,201.609,78.4294,37.483,22.9057,4.8963
SRPK,21.5109,19.9694,18.0848,16.5869,29.3909,39.4329
Mtk,1.74623,0.884701,8.8482,61.6992,211.524,146.191
CG34188,0,0,0,2.93846,5.59453,10.1413
CG8179,11.5919,0.00656521,0.38419,0.110839,0.256986,0.539563
CG8180,9.5686,3.9145,10.6832,6.25057,8.72337,15.3413
CG12964,2.22477,84.0577,27.5085,1.27302,2.17957,2.15449
GalNAc-T1,22.1842,43.8591,31.1526,29.3001,28.0299,26.7938
Khc-73,19.3451,12.9914,10.5611,10.3563,21.4515,24.1463
CG30471,0.149785,10.4784,5.44474,0.291619,0.727328,0.863541
CG30467,6.38958,5.26869,4.23326,7.15725,9.89418,14.4247
Vha36,483.103,381.072,319.282,225.363,168.866,165.583
eIF2B-gamma,20.6728,19.936,18.6146,15.3872,16.2421,20.1339
