	Cpr57A	Alas	pio	obst-A	Cht2	Cpr49Ag	kkv	Gasp
Aats-val	-0.8333393318269223	0.7221848808676686	-0.6252979207654711	0.6441267452345872	-0.6704027976082508	0.6047787133341346	0.40833414093989656	0.5172074201215249
CG4646	-0.5874182320056104	0.45203636231544464	-0.2019368424484912	0.5243725898974052	-0.11138055767990636	0.3923059940312373	0.3451168723504322	0.5448333464321581
CG17059	0.5826130048460787	-0.8475516323561156	0.7786663599300113	-0.35433040182387143	0.6445542463365791	-0.5297786143444881	-0.156316140797819	-0.17012849030903354
CG4663	0.6036592331865435	-0.6366671029162911	0.6790975967022245	-0.8239321784479847	0.8678880812019721	-0.7420076745023443	-0.7172917832388289	-0.691925589038341
CG4670	0.05118584256549399	0.18840777771587267	-0.46504168290167236	0.5875924174950429	-0.4839143993259422	0.40521883197032377	0.851449383915694	0.7627597123409379
Mp20	-0.47622889173780375	0.8953149103322756	-0.7628060514286978	0.6861385888971534	-0.6242774315391356	0.8216844009520458	0.573313652233656	0.5301987196835761
CG4734	0.7336982442616286	-0.567074682552627	0.23105137687911903	-0.5663894481732632	0.38433378269798385	-0.5948445823080397	-0.20115598288669995	-0.2826179644468889
CG42321	-0.12035055311389432	-0.039062954650861674	0.35428078224564363	-0.23281956731045828	0.3314935568629836	-0.15391867030091805	-0.5151762409847512	-0.43248109200471624
drk	0.6006118258486587	-0.8746554492152413	0.9351420566768235	-0.4634139705294648	0.7686775954343936	-0.5870495603360188	-0.37670674816934724	-0.3885954948347965
EfTuM	-0.8318807337720335	0.808770261386929	-0.6748156603639095	0.5660330375858613	-0.6452586625949169	0.6020391373700821	0.3042183573039664	0.4105092039846885
CG6145	0.4613282732348086	-0.754062243884359	0.9705074778851283	-0.43585862202267656	0.7929774568528862	-0.4749961493465896	-0.47454513657231356	-0.47750298265921653
Roe1	-0.8399037881072787	0.7920921818011837	-0.6218781452007244	0.5624605513275934	-0.5864040865894585	0.5864750535129498	0.2866724185557769	0.41287186551066013
CG13335	0.7387646662190622	-0.28750320566881055	0.3215457294726232	0.037218424014306	0.289226816157073	0.08499057689596631	0.22634125364893654	-0.01479101927969116
CG6191	0.3715517409236273	-0.5052908205404387	0.8672212688715047	-0.5009606281428646	0.8240291833969503	-0.4215530785310078	-0.6735242889799388	-0.6592034718834656
CG6197	0.2815241489880388	-0.6301403737429925	0.6689357854855831	-0.5371484569128054	0.6266265193177457	-0.6567239109373256	-0.546999222760071	-0.4398595580919242
fl(2)d	0.14084294707199718	-0.43279667171977587	0.7407074519761767	-0.4051059082635842	0.6395289332171491	-0.38562545156204103	-0.6076605144601886	-0.5371869007280599
CG6543	-0.54286310103776	0.8432905444382953	-0.7377303804163716	0.8629493524142504	-0.7418542340566783	0.9112723354389033	0.7448488551414684	0.6899164196034723
CG13343	0.1706133576156785	-0.4348220876695883	0.37115347891164	0.4267167211488191	0.0434429276286956	0.08421727853229617	0.5594558378822199	0.534352685150499
CG16935	-0.5398880715483125	0.6362512116326005	-0.7513086249128564	0.853785955807701	-0.8869945212543062	0.7840525692667757	0.842238837437819	0.7796562480303415
shot	0.12134648661472466	0.3556907797218557	0.09838642889413007	0.41393488160427144	-0.0152157197113787	0.6173442728099042	0.14501749700731154	-0.0614307749588963
AGO1	0.23503670023376333	-0.3909831744046435	0.7192283486764532	-0.46082316567906023	0.6685008238726048	-0.38351887784943856	-0.6675085930534793	-0.6329125885008496
CG13349	0.6453091594700834	-0.8647922573454895	0.9530775902005976	-0.47529171267703013	0.8000976182233321	-0.5687052092860703	-0.39536797417254965	-0.4280324523462331
Cp1	0.6733841026112688	-0.8393489928365597	0.9683767044237774	-0.4379525027349683	0.7953155622731873	-0.49964497746154485	-0.37343534703531867	-0.43635077688920326
Aats-phe	-0.8829612624421498	0.8278947394149949	-0.6834054345634538	0.7075137206190156	-0.693356233763233	0.7063508434418038	0.4571147022859841	0.564765625924891
Tango7	-0.718016712720151	0.42698176985195546	-0.2873853719349005	0.0782602452936656	-0.15635636809968795	0.06015451262149483	-0.16520757413405404	0.08145899101114722
CG8331	-0.394544291744302	0.18311084784601428	-0.6247751233313401	0.3444116059375791	-0.5639282479923919	0.07242980464631842	0.601175938923691	0.7532393728022002
mRpS16	-0.8558186500006091	0.7410861297859008	-0.6006866966012523	0.5696576564507156	-0.5671983122113208	0.5381321782893576	0.3221312669165443	0.48293342090394614
cg	0.3601480774675689	-0.5424871778106696	0.7696991066892622	-0.6405395514872916	0.7026350066655173	-0.5494158473568214	-0.7817298169189524	-0.7654922829471691
RpS23	-0.7727039363775837	0.701700359706872	-0.5318877421532424	0.22500804504133864	-0.2928963838873541	0.27140729692983623	-0.015540465692783322	0.20914499608660386
CG8468	-0.8343495083174411	0.6795441596510161	-0.5651737973617365	0.3700769426543435	-0.5299618477803436	0.4004629022964624	0.09755737739749976	0.25017940815059325
opa1-like	-0.8148947154500857	0.8114409951932551	-0.6493585486209618	0.6249626199829461	-0.6501574725729299	0.6618851753431249	0.35262684754232954	0.4376827115038179
Hsc70-5	-0.8292484660972724	0.796439577490243	-0.6484517672761818	0.520619180218551	-0.6107659499001077	0.5699099674010806	0.24579447210810784	0.35790167128934613
CG8531	-0.8280193524235879	0.7407046783769943	-0.5880783985700512	0.7074162703191904	-0.6131148042752623	0.651337492226648	0.46763721271863345	0.5918060381488102
CG8547	0.6840274876620456	-0.3801678917121853	0.6080635743114271	-0.7597796317409559	0.8106033901471038	-0.5226019413193622	-0.8062718429014974	-0.8847661216069094
SelD	-0.6928178185780092	0.597259925768477	-0.3789030219635113	0.3142442743929884	-0.31760895283449225	0.34636435352643197	0.016442159213621698	0.1641714002514929
CG8613	0.6103318571035445	-0.9056480479188858	0.8772382494995639	-0.6321561162407384	0.7769753183366656	-0.7298771999919376	-0.49377812700040524	-0.4806505657012646
Tfb1	0.63472853558416	-0.6188728267341014	0.7649068889665523	-0.8800978392395028	0.8918349167155629	-0.7280591019228493	-0.882306209510482	-0.8949864021476348
CG17385	0.11790337677854344	-0.0068918093600645255	0.30046410871471035	-0.5653564144519382	0.5748341517994826	-0.3584162686962602	-0.7688721969186102	-0.6995943622137532
L	-0.22301081482327506	0.4874731120439377	-0.1708942453378817	-0.25642220882838973	0.019288881442123183	0.1408516608917113	-0.5646468005767213	-0.5777831713630291
Cpr51A	-0.43894225866305797	0.5117585028340939	-0.47540461582092874	0.9875703508067536	-0.6659780559125724	0.8246551292138043	0.9468150648004808	0.9048629714188314
LamC	-0.6457181274883083	0.9189518571672665	-0.7307982620529189	0.4529835299351209	-0.5562937550958313	0.6173489052265574	0.19977720002063068	0.2448207206787143
CG30077	-0.10910060310645137	-0.35776296079237013	0.501150500088799	-0.37124462280437875	0.5803491663677655	-0.473015496450058	-0.45177513992383794	-0.23058525162285629
Sec61beta	-0.7584062624757584	0.4913525295549512	-0.4682694132402327	0.8062137000297329	-0.6042234123908038	0.5838633811681442	0.6976197595743389	0.8424985545374125
CG10131	-0.6084582257490349	0.7632770323058395	-0.5978283341685409	0.9225570202938783	-0.6190598785973054	0.8437122234690771	0.7742892384147122	0.8143713387335949
Rpn6	0.5745983886344911	-0.8408203382199455	0.9694439781999425	-0.4735090541796791	0.7855909041661582	-0.5451136517234038	-0.43762151710433833	-0.460444261825461
CG12859	-0.8123987883851806	0.9268000149836956	-0.7828166538551152	0.6184260367172036	-0.6617906546655353	0.6756979426645258	0.3938514735993601	0.5039554222410557
BEAF-32	0.4662841640356993	-0.7752529838566236	0.8759147809879574	-0.7178521352697321	0.7900098703354073	-0.7226111175363874	-0.73659732187793	-0.6994335855052685
CG10200	-0.8685288014474726	0.8088806157117403	-0.73388622637504	0.7443001493299536	-0.7516928061688932	0.6989728561686932	0.5446395230978286	0.655320787197276
CG10205	-0.6738354758022442	0.2834337908485873	-0.48766086153622284	0.6970327285520762	-0.6818886894569048	0.3753202268531582	0.7109019048216803	0.8517271351045745
NaPi-T	-0.3625285361834145	0.865426546164331	-0.4348916960415617	0.34173247824850583	-0.24420297117067116	0.7019037660306879	0.0236852035207807	-0.048829515732009734
Ciao1	-0.6865314721117701	0.5773558621128742	-0.35369815833192036	0.1450228265138625	-0.2781210332994909	0.2574846082917848	-0.18135963727356963	-0.040548839630944675
Pcf11	0.519252778150859	-0.744745260928629	0.8179271799035225	-0.5711242320793581	0.5354127033743313	-0.54882950129528	-0.5904142238898522	-0.65425552796034
Cyp6a17	-0.010221270462065089	0.2735309510248776	-0.5298711491556858	-0.2316288706656387	-0.19224058644742575	-0.1028921891977302	-0.05424193681982921	-0.03709415012199695
CG10249	-0.5692014614533367	0.9109601355268355	-0.6947842043147695	0.7976170684805731	-0.6707767072094816	0.90543994320667	0.5784073501056469	0.5293592829466055
aPKC	0.009142726841482166	-0.21890529141133483	0.4701976763941356	-0.40735827093787425	0.5058332071501205	-0.37206025161934064	-0.6123579581124464	-0.5032931136881713
CG34186	-0.2518258658158822	0.08800288534016672	0.1559427177952163	0.11161480531388766	0.3541963190241053	-0.0007216680179022342	0.014335703114537806	0.22667295822492173
scb	0.4493182633029715	-0.7583900795258057	0.9594331885870525	-0.35993390788013657	0.7423160311907014	-0.42355786312879534	-0.3837357040595876	-0.3956264281666657
Arf51F	-0.3503143806021897	0.03542007313132682	0.3044897489322697	-0.028002149840772816	0.3934534290922852	-0.06542862922993749	-0.27595071996914294	-0.0740317717606194
CG8157	-0.6471133383601905	0.9426229312376861	-0.6408388626371331	0.4511158050000734	-0.44543643204575506	0.6381925984592258	0.15430103851224916	0.21873039803467048
SRPK	0.4684714361983629	-0.6880728358573436	0.9576620176200568	-0.4445418212666423	0.8072470268877295	-0.4568456838684675	-0.5302653582109895	-0.53783639307334
GalNAc-T1	-0.4292841272316145	0.06294626964880548	-0.3716050317045703	0.6595627202016753	-0.5814880656346963	0.2680724315933769	0.8122079896600691	0.9145672895356501
Khc-73	0.3994279688284511	-0.5234453953445377	0.7853924980907945	-0.5966269543518915	0.7730257407387127	-0.5300953461748606	-0.7264961720336174	-0.7028955142474351
Vha36	-0.8263009906397362	0.8313906114509516	-0.7232181395966628	0.3860378110302577	-0.6146859139398374	0.4977931757576936	0.1252026609923812	0.23981222414829942
eIF2B-gamma	-0.5887782314407647	0.40702410948903656	0.07613894188202823	0.2717039451857058	0.0944322509111042	0.33265179181913707	-0.10989476668129891	0.0535908739567653
CG12963	0.6337095779212715	-0.8349031996790514	0.8916840140389777	-0.7275694595155479	0.8424091939735291	-0.7074557291717761	-0.6498066304438379	-0.670909588757156
Flo	-0.02615405227074008	0.237358670938472	-0.26681266427816414	-0.5195776315609706	0.10176293699512537	-0.3344453485791523	-0.5768108184550764	-0.4945316597180993
CG8204	-0.13113582894297152	0.06557701393921173	0.4030794193631426	-0.40490633770501794	0.5176596442240182	-0.1596199810741175	-0.7572435812315643	-0.6671091930965463
fus	-0.07419508315778936	-0.24574982800750586	0.33871878383436693	0.28103419877191965	0.14428733182186526	0.017396913312503415	0.22505357836303588	0.27617409696337647
CG8207	-0.08403621116563727	-0.2955832605669714	-0.11045015347696142	-0.0970882836389963	0.01590575012234633	-0.4453571036842874	0.19288799539750334	0.4137049493681194
Vha14	-0.7723171849844992	0.9069351266955595	-0.8566337791212966	0.44844129113018805	-0.7177449034528319	0.5963916297046192	0.25242323874994904	0.31591457594020667
Ranbp11	0.1866572429951643	0.14069050402508704	0.1277381168702528	-0.17808153461302728	0.29634473453592847	-0.040841743309762195	-0.3494501827030086	-0.3743512975851161
Iap2	0.3495340052962004	-0.5363351067786392	0.7289722878449002	-0.7202558181503248	0.7797964066081298	-0.6540567619878053	-0.8210860287731248	-0.7517278573583075
Mlf	0.035329778941290677	-0.26510129193830806	0.5133351632454565	-0.5367923194099513	0.49503697696698606	-0.42496857208633204	-0.7651411473790812	-0.6806001972267998
CG8314	-0.2626021276047227	0.23337570364289945	-0.014171118816958763	-0.5266077586766916	0.26886831488684837	-0.28053446380426655	-0.7736737605981381	-0.6278740190199668
CG8315	-0.9367522109868864	0.7822700388822289	-0.6483399371518174	0.6228150430397279	-0.6385705599170013	0.6081858611946959	0.37015776818836726	0.5277342480346936
ATPCL	-0.4428337353379227	0.22595972174283055	-0.11030033779178276	0.8186453204885465	-0.5412212707491492	0.6902932849885608	0.66745637136339	0.5921305369436034
CG8386	-0.7183493031335905	0.5917198911266068	-0.5564341930990397	0.7164408648937645	-0.5012190752158827	0.5472204033329162	0.6499899454180477	0.8251739353527311
CG8397	-0.7806293645038951	0.16151272664925215	-0.2735078837726189	0.3042766787587227	-0.406486448969355	0.05567706021563476	0.2066860012955183	0.45375761266418363
CG8399	0.09515957369414754	0.14662244797245072	0.1748342458614853	-0.42215951960620235	0.4531998207030599	-0.20560116889515778	-0.6423464979780353	-0.5967148559768385
casp	0.49409511335141904	-0.7655048929785429	0.979761501546607	-0.5045767924479464	0.8020185699462984	-0.511929941223617	-0.5518163457426098	-0.5666531102661193
CG8405	0.5319687911375472	-0.6779924407559544	0.9823814483248531	-0.3699313983790144	0.7891659661917615	-0.36442055597202216	-0.45632548158145714	-0.5093565738287448
Dg	0.31079405776525093	-0.6392419264764744	0.8930227052913382	-0.47715208139880133	0.735082177221533	-0.4877473750058585	-0.6022122266740624	-0.5613304243608718
mRpL34	-0.8463766884463612	0.7903423762476409	-0.6389071633401073	0.4958956458559072	-0.5694954728130432	0.5273064302360674	0.22967827115344022	0.3763783000948734
Rho1	0.5392749606494884	-0.7069601640024967	0.9201858915448603	-0.4798152075857403	0.9055554668285944	-0.5128635020689748	-0.4723782398928892	-0.45995588886543315
Asph	-0.16376625029117514	-0.1924697467244128	0.6341054159909123	0.1589305591110273	0.3608665021662953	0.151306587023044	-0.12232447005665156	-0.08996244141229648
spin	-0.5517993746108997	0.2708281557584946	0.015525080696570694	0.41803493640888856	-0.17728449659009474	0.35228879845313316	0.11173648733260293	0.210460659427305
Got1	-0.6415272596978319	0.8024507153251396	-0.979532954767693	0.4668938482670444	-0.8183079519315363	0.5102040119663643	0.45599178815349134	0.5077461386313868
Aats-cys	-0.8596005296841334	0.7163512310021282	-0.6498342897211167	0.6695021555558817	-0.6806304124015823	0.5910330781537728	0.46341483927417854	0.6000972204128749
Lis-1	0.2421417967782842	-0.5919732755062944	0.8567395150534247	-0.516022031034633	0.740477121865852	-0.5045058071472254	-0.6625476442385531	-0.5968242638175687
CG8443	-0.7569048119725051	0.711399592331982	-0.4850523278810348	0.35226983677216306	-0.43835979903083583	0.4566596210692622	0.024391521932057136	0.13689080404857756
CG8446	0.7632311943321242	-0.6958005426623383	0.8742152440639558	-0.5572799347094411	0.9265632390779917	-0.5092367338656468	-0.48007536273570517	-0.5537981672246445
mrj	0.5130901893541777	-0.7046615222767614	0.9748474559991486	-0.3224586277131086	0.7927837443707046	-0.34626515582354855	-0.3649399969384502	-0.4096879251377789
CG15706	0.2342980749743925	-0.5900581595010698	0.873146571662472	-0.17683878290068597	0.5246890534654979	-0.17668952815394723	-0.31866507875786204	-0.3654941041202867
Khc	-0.6165144879233025	0.2321981487488485	-0.15344589664901181	0.489188709356731	-0.3317771229282437	0.2830484318598964	0.31188124545554696	0.46312423885015386
JhI-26	0.11603272570106886	0.1772583237197811	-0.4506109732798221	0.07700015119295861	-0.3026801222767937	0.12187182670027136	0.3146015033153535	0.2322692219880588
Vha44	-0.8173135800420374	0.8468699996878708	-0.7135727436595984	0.47308649852946255	-0.6197719788560931	0.5587958441756037	0.21004123396503174	0.31906541619710854
Hmgs	-0.801590884819846	0.3473135842198803	-0.526711126227724	0.5745567546471693	-0.6786329876107265	0.3070319444044058	0.5229781475557407	0.7064641424627689
Nup62	0.2378994686795084	-0.6473745281769016	0.8269371071278365	-0.5726905016874605	0.7149157736096089	-0.5973860382241412	-0.6753166613500048	-0.5879898463531453
RpS15	-0.8290358360242027	0.6982250609438949	-0.5160478712783882	0.24182969039840674	-0.3495191989436132	0.30703044353867465	-0.04045890853322663	0.16759662078882384
CG8317	0.9242606407724634	-0.7806530234778943	0.6966654505215055	-0.6119657974482501	0.77134631300378	-0.6445586914642518	-0.3644523741488618	-0.4673411768819598
RpLP2	-0.8348928409728658	0.7849319584884993	-0.5816570387241171	0.37152273066162744	-0.5133832098449522	0.4962500017092121	0.049784747137932434	0.17089251360203037
CG8306	-0.6097053389721944	0.12462631982829496	-0.4043165584398956	0.5948102134829855	-0.6335616061739453	0.23197424453019336	0.6548911521924868	0.7974572519697406
Picot	-0.9176101442278407	0.6265363733990837	-0.6186510170134939	0.4252168605846477	-0.6251423331920344	0.3715551862747887	0.21136921654312613	0.39988311498720025
CG30463	0.4365157134004478	-0.5867876604614743	0.7775860429441807	-0.4564508871216945	0.8397634477495243	-0.5235867401857359	-0.46964973190424075	-0.4237806981609299
Chit	-0.2200289698195022	0.571233268203105	-0.797228489275161	0.524029748412925	-0.6790854963592959	0.5186886755410388	0.6708302831339854	0.6056310209538717
Sod2	-0.8109538140591218	0.7064926099767347	-0.759615842691708	0.8273626126249093	-0.8527689578335129	0.7025153057565668	0.7190468326240117	0.7955546222780788
Dek	0.3313557118220411	-0.7569196778930518	0.7504380795971883	-0.35903864818212117	0.5852697875669836	-0.5825415137709199	-0.3007250321405671	-0.21657119558126453
Ef1beta	-0.7592231238920903	0.8406461513062314	-0.7139025025295512	0.5311740747964384	-0.4742202613977655	0.5264770707284828	0.36609273392758246	0.5446700280875337
CG6426	0.18987711314111688	0.05688515872969336	-0.48931244024911297	0.05710558050235853	-0.2989205119505326	-0.040434015923294195	0.4133214581434093	0.3782795307977355
CG34191	-0.8046500608319986	0.4589179615900195	-0.5645643636323656	0.7381897011001926	-0.7991162569981779	0.5487018399584793	0.6294657813738237	0.7198071654377677
CG6805	0.5885520059912546	-0.5378383386328962	0.9492745754239515	-0.2113272918987038	0.7795234891622417	-0.14831784491033057	-0.32925668584450396	-0.4458946005224575
CG15609	0.4859079745193097	-0.70747436267333	0.9794223610873102	-0.48573282601643286	0.8456076246036661	-0.4734344243516578	-0.5595706130519016	-0.570404883702243
CG8963	0.6795256452407994	-0.89680553291152	0.9205280503562933	-0.4603495726245614	0.7517104804642203	-0.5921286215969502	-0.33617978415560573	-0.37329472483795395
RhoGEF2	0.6012159602241246	-0.7958167206551773	0.9896576997541898	-0.5042875656239382	0.8380163721868905	-0.5243369316435853	-0.5067534658055604	-0.5431736029564462
fat-spondin	-0.49417409272164964	0.8644111877707983	-0.6405390939386687	0.876767117283189	-0.6465395553219419	0.9625516005783735	0.6930696521569792	0.6161665277599293
Sply	0.4098711967418585	-0.7673846365968603	0.9458006553862036	-0.3923956278523339	0.7407299768421679	-0.4726383241640942	-0.41562408166528325	-0.4014121077122432
GstS1	0.6083340015829245	-0.33287780075176704	0.40379355063618844	-0.11173992963593059	0.6161946047621228	-0.19261544120550403	0.0807093892043899	0.049063538975026015
CG15611	-0.062283103369248964	0.48874494506421856	-0.5202900947663096	-0.2550702076410157	-0.1595692842408395	0.05162314289091224	-0.266807970058329	-0.2966898538949739
Amy-p	0.3841555720468121	0.15235174413885738	-0.36767519351489336	0.20106436388978283	-0.2456357049611931	0.23524543024294284	0.45782847560301904	0.2734480635939259
CG11395	0.7581228838458692	-0.5483123903590226	0.3014092822769144	-0.26749589221969505	0.29692872709863993	-0.32283168217548386	0.07190556012229347	-0.08491203914159699
l(2)k01209	-0.4823098104468247	0.3946089536262636	-0.03341117434436875	-0.08853104831141995	0.046801367230768345	0.09995080157755283	-0.46239401104473454	-0.3439658775026209
CG4802	-0.8392619326098321	0.8466496229979724	-0.7334976830095085	0.47254924441995977	-0.6430040808444197	0.5530343078401594	0.21736681255390672	0.3318871220902191
Bap55	0.5225162567912901	-0.8834761251036338	0.8680998441650828	-0.4435751131571843	0.709505642512846	-0.6231583344816176	-0.31821223750656114	-0.2900444886133515
robl	-0.029489113913078503	-0.4543290332716267	0.6658573047692096	-0.4495669044579025	0.6401204503707115	-0.49558697228158705	-0.589948494555399	-0.41554683597280334
CG14478	0.426645233785636	-0.68607525016632	0.9460498191657114	-0.5430923341786186	0.8021480283104424	-0.5166553952928575	-0.6458129951544762	-0.6386989020255006
CG4847	0.14146916645139482	0.2513296589787242	-0.4115423804857046	0.19556903873055617	-0.30095927468521116	0.28668038086373854	0.3748322219688888	0.24069901965533227
eIF3-S9	-0.7788831534999713	0.39921502777606227	-0.2684797590087213	0.2704021985700542	-0.3362343524048295	0.21722057777846007	-0.003963698697728986	0.18632869464208646
RpL18A	-0.7522108133198535	0.7305803762455423	-0.5618071088005565	0.1804943674093124	-0.4247543599709151	0.3393946074631975	-0.12047987097255611	0.008898181546377507
CG14482	-0.7760778829627635	0.9542661826212809	-0.7530731371470204	0.5276833951467329	-0.5745987411697284	0.6471541852361666	0.27744183582728954	0.38397817025159914
CG42239	0.41064537766009734	-0.7473881295798408	0.6182501609065805	-0.12926858384023412	0.3695548034434685	-0.3406760564848614	0.07766647755565635	0.051530250230388576
Rab4	0.6482535885056644	-0.8459955976070614	0.9538710361628253	-0.5931793889486958	0.8515501451439781	-0.6215320386284936	-0.5290026197301704	-0.5571158800370158
CG14483	-0.7858364810834988	0.8588744741493985	-0.9301720142340981	0.6650364247554	-0.8333369347738856	0.6547582523112704	0.5815122082567502	0.6645026838332511
icln	0.2226988451443264	-0.6413482911339625	0.7586547057422249	-0.41402889233912765	0.6947433900891775	-0.5607402699389974	-0.4383199052408549	-0.3115910314375609
CG10936	-0.21406913964164442	0.07515680805904328	-0.280265482409202	0.758329438300719	-0.5096580597494942	0.40306084820639754	0.8964231560714665	0.9032325384235519
eIF3-S8	-0.6637422797380012	0.5831041329839712	-0.38294810026544224	0.12224080644195684	-0.2760757548184944	0.2316194966129411	-0.18469021757541706	-0.04092159319632982
CG6459	-0.84115228292199	0.755113671866339	-0.6248266654700962	0.46363580336961513	-0.560593820081873	0.47864014933625526	0.20654422136987602	0.36462497798212995
Sema-1b	0.460181663028346	-0.6933555332545108	0.9751367251325597	-0.40594210213248333	0.793781780298733	-0.4153705865525539	-0.494553273864786	-0.5127708412581763
CG6424	0.007566133926105999	-0.02111092740759083	0.3328633899290279	-0.5785954920231736	0.46816715141147286	-0.3242720839194512	-0.8488836056514932	-0.7911495285204457
CG5002	0.2640360401144236	-0.6015434119812466	0.8143999215694225	-0.12905582174398797	0.6525914385113094	-0.2911093809995105	-0.16578022727921599	-0.10840260953181842
CG5009	0.22968895771721237	-0.15390253126163414	-0.17652554612734775	-0.16814820304110664	-0.0698367744494138	-0.18339286169384272	0.12327418589418879	0.08495199712956326
CG6370	-0.37562342181940017	-0.06136819562005923	-0.1055524019992143	0.6629274222301542	-0.42064511775032914	0.28602350800432685	0.7408685233898546	0.8213784562950895
UbcD10	0.2901447105473418	-0.6976823955233801	0.9139715400086119	-0.46663884770508834	0.7314062396779772	-0.49540412469431094	-0.553783523214915	-0.5070610500246661
CG5033	-0.6957880577240572	0.6859370493652829	-0.5005850687327971	0.1054836308326257	-0.3437233738435157	0.2733668030595335	-0.19789624574970496	-0.06591245042719045
Mapmodulin	0.5091041336726501	-0.8352120306258369	0.9439571163394102	-0.5344754145788404	0.7867116368866164	-0.6177295925676228	-0.5108577504164852	-0.493928025626629
CG5084	0.299590654098039	-0.06253407310273008	-0.3587891918742047	0.012053003008631264	-0.2348900505833309	-0.07085695038316497	0.37590355493056427	0.2988623378665585
CG10910	0.05165498633610752	0.18481411679715745	-0.5706215605584176	0.02579497184470682	-0.553816529084829	0.10130376017299712	0.2172036866261387	0.07889414288738288
CG5773	0.274981720679378	0.05000044595804855	-0.530366297204584	-0.15976227664734247	-0.2469016054138686	-0.23932434534437227	0.18832328908283186	0.16778478113744613
CG5770	0.791809097737572	-0.8487021102121812	0.6670504014854396	-0.7396329706369408	0.7356166314291386	-0.7968053263086174	-0.47071944263485654	-0.5068662725748162
CG5767	0.09416982230964333	0.20166233977613904	-0.4558300764513396	-0.36584729319904463	-0.002913345324122969	-0.2749008560779973	-0.15909204485280212	-0.09658076138137735
CG10911	-0.7252903715418079	0.8918781491799876	-0.5379534936219525	0.7290394294418933	-0.5406080073850615	0.8583100332762059	0.3910119576378589	0.41123432816079447
CG10912	0.4240286596759522	-0.754768499879916	0.9386899116013615	-0.4326475816750024	0.7788436480198866	-0.48106170899366973	-0.44960288805832	-0.43933011574645237
Spn6	-0.5733320373666374	0.4487129166665613	-0.8143227997844819	0.24515914628118668	-0.6376815574161669	0.1336951553874648	0.3949924021407	0.5551372467862201
Hsf	0.21469686936165316	-0.5430684635677587	0.7965625581533425	-0.5215876008977152	0.7427213794881294	-0.5226824406269297	-0.6639391770070302	-0.5743651565808887
pAbp	-0.3820691660989878	0.4947573138416721	-0.07885255161565236	0.3272388239033266	-0.09294250438156502	0.44527376656422674	-0.03132765012870336	-0.009647772107350116
CG17680	-0.8273818121958026	0.8760045188793929	-0.6602620132113338	0.7193722048718973	-0.6774584219346839	0.7914533389416385	0.43088503361282326	0.4861201505342764
lolal	0.15183808052943562	-0.7121320915031	0.675553416064938	-0.15831571076160275	0.43899499329522573	-0.4418169880430115	-0.08858205818741972	0.022381468735953782
Nup75	-0.23398086110291386	-0.16831342882974532	0.3197520716596277	-0.2944218487228297	0.28719302755500536	-0.3464972688146819	-0.4874072900506049	-0.3050905025992742
Dgp-1	0.7979149060959764	-0.8446393683867144	0.9209541527913178	-0.4595791440326929	0.8088296352183685	-0.5368359426736924	-0.336190774793529	-0.41894089603704915
CG5721	0.5717472695224828	-0.8241766633497571	0.9549605881662543	-0.4813423108659477	0.825795792351129	-0.5602079290218044	-0.4374873587657859	-0.443616313663646
CG14500	-0.015770526795816992	-0.06534340490162624	-0.5141707512095779	-0.2763946345951635	-0.3401688275245769	-0.3722856946570375	0.06336036922381676	0.12935349689934164
Idgf5	-0.07157999015629957	0.5931804174301228	-0.7478524150477499	0.3827606555555535	-0.533236875988116	0.4689774741593981	0.5103980476186857	0.41405270195582994
GstE1	-0.551302758066573	0.9061970155248144	-0.6478992123004631	0.8130402900966703	-0.6365716934777829	0.9382552865773691	0.5779360731065313	0.5155641357834947
GstE3	-0.705116757805048	0.5625149878856378	-0.6870104889360913	0.87521467495902	-0.8334006908394948	0.6651257732426425	0.8485263199944024	0.9139193225110407
imd	0.3921637510715485	-0.7027133377524857	0.9602217281297428	-0.36881650244863234	0.7513367650864029	-0.3979800022130382	-0.44512688135019923	-0.4479887676156802
Dp1	-0.6924324607456223	0.6327664009502426	-0.5778441090952053	0.8987459094377074	-0.7224782662115301	0.7540350220459209	0.7592778997606828	0.8060594959064984
CG5174	-0.07641671789279358	-0.6180063398431899	0.4820576467449863	-0.047841713205812306	0.2155772341716016	-0.36840928491933667	0.03240692803994403	0.1667162231157155
CG30118	-0.6735999158995697	0.691990420040142	-0.5430827796354994	0.04808970842698537	-0.3527669375379771	0.23557509335731885	-0.23187487386153316	-0.10396660963786723
slim	0.5045502934491983	-0.6294887820041123	0.9165394544716894	-0.6031645589151511	0.8909030249411896	-0.5400838832032853	-0.6997918294212517	-0.6964384547979535
CG5189	0.7173450911845696	-0.9415132209131841	0.8276871825738822	-0.5643869646225771	0.673609198468925	-0.6800421385871207	-0.3545618363885155	-0.40346694812975875
CG5224	0.28074456538035375	-0.2362811224689789	0.1652595409369561	0.04606368144579978	0.31145271060999713	-0.1114661090911381	0.27286515332937744	0.31542462140296545
CG10924	0.8499359739397764	-0.5960023218341899	0.7654024752921181	-0.17508469138741947	0.6583765694213456	-0.15903090323784577	-0.062296096745428645	-0.26074662296732776
Pepck	0.9373800112791114	-0.5190840723291714	0.6161485490983206	-0.34210507182609906	0.6844425341108644	-0.2674514744415937	-0.17028500933198015	-0.3659965121880469
mRpS28	-0.8667297624302721	0.7994994993886254	-0.6730470042095648	0.597322172418571	-0.6412802845870758	0.5964995753104639	0.34887355087368227	0.48403109328341687
