	CDase	CG3603	Desat1	CG16935	CG31523	CG10602	AcCoAS	Baldspot	alc
CG17385	0.09243615215528836	-0.6300349583081091	-0.667799080723683	-0.6862145207851554	0.06632571606584901	-0.5450254559925525	-0.4602689159870987	-0.1964993884835192	0.8644254280634721
L	0.42520644097605237	-0.3953899982276809	-0.03923093199736517	-0.10129762025499076	-0.4346823506360738	-0.8551236010867586	0.09581667634374581	0.029087581001563466	0.5069359105006495
Cpr51A	-0.19793310218410087	0.6081681057532926	0.7323470333833658	0.8676034377461264	0.09223505455454838	0.5120466312400579	0.8104423469323441	0.8037541586904393	-0.6479001914695577
LamC	0.4688662351481417	0.27671998986355156	0.5000038377229559	0.5358854535103649	-0.36915199823582634	-0.40485695263966603	0.7581622312950242	0.7158928756630696	-0.0114135920866128
CG30077	-0.03261707397739222	-0.2528819624193963	-0.6899970525256949	-0.6499143386667039	0.7139316047302849	0.3119655789190789	-0.5554196427823246	-0.10879974419434323	0.6576453512374191
Sec61beta	0.09852168195200275	0.5921407774296016	0.44825633051515584	0.6393349955315357	0.39963124794024185	0.6116283374859867	0.686117892302174	0.9143835876850284	-0.28524261925629707
CG10131	0.008019892472125081	0.6001562437265546	0.6853341985190127	0.7751892728076374	0.027565945658170218	0.2841230786731119	0.8659416600699102	0.9133135158521043	-0.41681314547912884
Rpn6	-0.6186138580608691	-0.6484783342865303	-0.8050627604839934	-0.7557431238760178	0.6397359631946145	0.3152060625314472	-0.8842794968762737	-0.5685578764850312	0.4809038502881665
CG12859	0.4844933356890893	0.5099918117917781	0.6033991552624693	0.6529481630946768	-0.19533211997512603	-0.11664210489290831	0.8547939574835384	0.8542047918984927	-0.14655528064232423
BEAF-32	-0.32480385509635573	-0.7918027482806235	-0.9804064439723302	-0.9138690373910159	0.5559780560334262	0.04923235408683943	-0.9474069845489249	-0.5831531843689604	0.7604667183492418
CG10200	0.3842995842443517	0.5379346578695421	0.5915915645097342	0.7397596075569857	0.01442310583844204	0.15231758702782366	0.8718383811404149	0.9596892511086818	-0.21796195855045858
CG10205	0.15032273205252664	0.6058278908993742	0.37281921213023783	0.6178596253661878	0.4086212638565668	0.7083999601175084	0.603055069751517	0.8190115690319724	-0.36473532284363064
NaPi-T	0.22639688206824918	0.04622197580098685	0.5148449920951113	0.40575362307178864	-0.5320394534328353	-0.6468753132868382	0.5837637989481729	0.38870188679548207	0.021993072317781196
Ciao1	0.4492149581499953	-0.10800293734869267	-0.05676458067896286	0.11374436911859957	0.11363978805135659	-0.2519271275826838	0.34471929492488146	0.633552649327504	0.5002916788916926
Pcf11	-0.3967003907035675	-0.8300480056520319	-0.8078659945064518	-0.6819007814615935	0.4243566577034182	0.019093714279971315	-0.8037846496631299	-0.536024931060044	0.5722245232106598
Cyp6a17	0.6065545081229279	0.5013433628186221	0.48895472796226636	0.16465099701232455	-0.809920463774467	-0.4918549566288249	0.22255830106981514	-0.3273897658078894	-0.4186633758950288
CG10249	0.15251250375679556	0.4118904670383311	0.7525431074796064	0.81185211849582	-0.3193066149122995	-0.14782813228622282	0.9209914140466255	0.8194133145221739	-0.3463820809508644
aPKC	-0.0908595905182881	-0.6673547982432797	-0.8201794189157999	-0.6597597398769517	0.5324976029285476	-0.08503732386037753	-0.5159971921806533	-0.008888822148422081	0.8993111219287442
CG34186	-0.09970926670708906	0.1707134531522994	-0.212123058898326	-0.24945436533651072	0.5287007484970049	0.35802132023782374	-0.08878840637883055	0.24393676558875435	0.2914018040225966
scb	-0.6298406507258077	-0.6261524350263407	-0.7535323247601196	-0.6800132315355562	0.7190225621633195	0.37569203917563965	-0.8040334380492612	-0.4458114561496508	0.49333461723171385
Arf51F	-0.06760116146572809	-0.24088496062027376	-0.5055568513973668	-0.393440263152443	0.6961702795641563	0.2315993999976692	-0.21918451237709038	0.30421108175643263	0.6860339184693558
CG8157	0.4133201973359476	0.2504004658807993	0.4588285493139211	0.46029785121860567	-0.2982707838694765	-0.3948931954068213	0.7091897942427839	0.7049417399265954	0.06699344460299818
SRPK	-0.604762382524063	-0.7903598993549058	-0.8941792102761271	-0.7929335609671863	0.6919839148069081	0.1965054084735756	-0.8433674887940684	-0.4077944376879452	0.7012652423995933
GalNAc-T1	-0.01632183360353592	0.6941558691357579	0.39756346402900833	0.5794428881033283	0.3919415218162912	0.8501123249789098	0.48212358194937216	0.6015982351105003	-0.5722579393574055
Khc-73	-0.35419048046588486	-0.8593741339720445	-0.9535530056594781	-0.8637902152802478	0.5006218590911651	-0.1136906576625024	-0.8083199876824491	-0.38247283987836345	0.876751579380738
Vha36	0.6228133588943685	0.2794927404122651	0.40351048267024864	0.5021162232035706	-0.197265953568791	-0.27469932754640863	0.7106594343589457	0.7556039842726271	0.08259357156317099
eIF2B-gamma	0.005547552234737869	-0.16016426680556092	-0.20109134803506196	-0.061576884460801	0.5521749257921981	0.11337367485620059	0.1377052065101003	0.603619060381198	0.5860565018925776
CG12963	-0.3844708564429318	-0.6444191383101783	-0.7872743386011103	-0.8525734024453783	0.3605978413286057	0.03535002044965678	-0.9545199714705285	-0.8076890581856289	0.4936203613687497
Flo	0.5522467996970107	-0.2028115429692223	-0.2486480697499849	-0.3372996926911625	-0.43492993616478354	-0.7324631989082695	-0.0986897849321474	-0.14286769266334082	0.4546052944409465
CG8204	0.05621306661598419	-0.6965786185456341	-0.6397864451483053	-0.5933072820114096	0.2995076998786316	-0.40739602120459834	-0.3933670137884239	-0.022635913887592302	0.9628240391545952
fus	-0.4887460397118318	-0.17195624720168395	-0.3918779585879853	-0.10457804850418048	0.8146412759305349	0.6661497866596354	-0.13609294730626179	0.3876350821040369	0.24495183792146738
CG8207	0.1986055917859705	0.5511478383117958	-0.07761630276024521	-0.12659542537530677	0.28627090682164424	0.5597750166510633	-0.12333908104556203	-0.05807577247521289	-0.22047513086515352
Vha14	0.6662013484317114	0.4616611238016913	0.669573284757691	0.6718287502676631	-0.456823600902303	-0.351243919990732	0.8407560057878534	0.6690598015672748	-0.19273827393813933
Ranbp11	-0.14329208286052292	-0.5074754660159588	-0.4137698965787689	-0.34708539274856814	-0.013539686356321416	-0.4346912426456459	-0.16410872315863947	0.07236390674689454	0.5570681261785199
Iap2	-0.1852495827198096	-0.8017652530488784	-0.9742220763226026	-0.9232103266181296	0.4506726779159293	-0.16230721525505412	-0.8451982608776865	-0.4544814248376388	0.9025855126300277
Mlf	-0.011629910144494033	-0.7929056169525981	-0.8471710184683702	-0.6989522139550727	0.43807981841935495	-0.230346316079431	-0.5801509852245288	-0.13584556153089694	0.9539925065171129
CG8314	0.5188524663425275	-0.40966604172763205	-0.4408139464979292	-0.4755726838872394	-0.0755190010645644	-0.6299437085946905	-0.2157698410763572	-0.04921205475208912	0.7964653683073247
CG8315	0.45514140302278655	0.4446756726969511	0.4538559993942818	0.597825900257851	0.10850811002317924	0.11859272819508433	0.7637975859551758	0.9222380998581636	-0.02810570707390697
ATPCL	-0.31261577591857065	0.148930417788389	0.37494662590564565	0.6728152751556913	0.42183636136915553	0.5824871812468577	0.5305851993743365	0.7285505467399102	-0.2978852201686294
CG8386	0.21875645428990712	0.7696423116828727	0.5652381492675846	0.5905720566672634	0.1855731122603286	0.4613655808002529	0.6940862235934762	0.7688005358172288	-0.36614088136262946
CG8397	0.35411663975120466	0.29044685451327307	-0.05299114674166106	0.2082200179384448	0.609054043384505	0.5604909067571786	0.2784080395030328	0.6798902565683302	0.15944099812060433
CG8399	0.0730555507818284	-0.5643694986137391	-0.5340164675551705	-0.54760460569912	-0.03140239237929925	-0.5915994734347289	-0.3025359068753738	-0.07281323032302474	0.7713813128218756
casp	-0.5636414908264763	-0.7589984631700325	-0.8581743549211595	-0.7898902805218474	0.648539329764487	0.2069634782315359	-0.8828668219933036	-0.5219938882343829	0.6299987148974345
CG8405	-0.7053329482326048	-0.7913834555282703	-0.817599507633667	-0.7256295481999476	0.6507709411186974	0.1994979942481929	-0.8076959334423414	-0.4171388281854129	0.6148994976758734
Dg	-0.44896092971656765	-0.7953608257001045	-0.9320395521244252	-0.7952455656555093	0.7365664971986762	0.18130956498089024	-0.8159844288051541	-0.32906166785411006	0.7994074845307797
mRpL34	0.48160295915767304	0.31135960322449413	0.3411606169558367	0.4824022186670542	0.024729148092531118	-0.0593385860759966	0.6924557486854114	0.8639908681536688	0.10332755336436708
Rho1	-0.5810862587497607	-0.5774569536613494	-0.7819577594537619	-0.8088292265296507	0.5847627269035178	0.22298989853850357	-0.8581656516027893	-0.5506115030938559	0.5343867622119025
Asph	-0.4905341772634652	-0.46897485006268896	-0.433910363568426	-0.23655498161977911	0.8364476905414184	0.4326969310168629	-0.27189046917971016	0.22127933824676974	0.5205722061994427
spin	-0.09635475306301262	-0.1894798046035768	-0.18984095214714342	0.1281669494487782	0.6348762220159927	0.31368656252597843	0.22374446463465725	0.7454839799570906	0.42898687102530403
Got1	0.6856625323426931	0.7382931868197432	0.8420707123588481	0.777938231115343	-0.6022094900368494	-0.2272607520011272	0.8838180218952968	0.5460594140302992	-0.535960222468773
Aats-cys	0.3640802934313221	0.439392843715559	0.4264330611997799	0.6227268612825339	0.14681322709697409	0.20132709615566194	0.7651468768884476	0.9581418483709292	-0.08221657973379853
Lis-1	-0.35739657674819963	-0.7862359754200402	-0.9375060939242436	-0.8150133621984577	0.718181624112904	0.1294254459356681	-0.8081397684162672	-0.32137031701804	0.8518916011605249
CG8443	0.42381654194479207	0.037383377963990085	0.15678399735373194	0.3306487475099169	0.04585694427872693	-0.2023040996486007	0.5430687596886048	0.7707659057232964	0.31383071628506554
CG8446	-0.5924129864791837	-0.5537607418905803	-0.6356530595030477	-0.7775646109186978	0.2518747181485811	-0.0015810420850553195	-0.8536452621137737	-0.771796190339142	0.35707770561973057
mrj	-0.7104358482555827	-0.6489330283064613	-0.7143437560122249	-0.669510397578075	0.6569158397641657	0.3085852024865319	-0.7835601605555048	-0.4542266417017671	0.4780193862658683
CG15706	-0.5834641242370168	-0.6781566882091496	-0.6181114048049168	-0.4591912279851951	0.7247766730422291	0.3488232868295544	-0.6054180249218847	-0.23085557288015787	0.49403857823683117
Khc	0.005910317112509022	0.10110292725163103	-0.07414632553232975	0.24225983803298212	0.6465367240937359	0.5237340655529468	0.316096045940619	0.7981434826173985	0.20217947425744598
JhI-26	0.2623809471088467	0.5942626917843274	0.6853168232710088	0.4085635808197672	-0.7232550132162778	-0.1949509095956052	0.33004004267268555	-0.26126464971983093	-0.7497924130681125
Vha44	0.5372882154806187	0.30368157021614484	0.42193766154251544	0.5366109969085621	-0.14558434072958112	-0.20399821265808776	0.7432596788265166	0.8195460565727177	0.05098815311956136
Hmgs	0.33524401449880864	0.5157506723896477	0.27875933183934165	0.5379514152100207	0.3995670546625535	0.5684766417215094	0.5786367219481358	0.8388978179583052	-0.17248181745516206
Nup62	-0.2881797357502221	-0.7461461289155504	-0.961326073445698	-0.835810547099938	0.7183914269121516	0.15899188855160346	-0.8349372713883157	-0.35509597192051134	0.8338063563041516
RpS15	0.5792786529781314	0.20289228287014524	0.1294539065346235	0.21925483670805718	0.07830814722530742	-0.15011684212360832	0.47986584864103177	0.6986546761631497	0.33311463986306916
CG8317	-0.5156306145622219	-0.4063030417596673	-0.5482362210398138	-0.7008299065207363	0.03087056862489772	-0.025988388734488797	-0.8147127978731172	-0.8709339916154332	0.11473854257504135
RpLP2	0.5345832621021201	0.14516409623719864	0.27828077351223957	0.4121663742400039	-0.04625825699289786	-0.23489197613269983	0.6240856220934167	0.771287890833276	0.22981514397280367
CG8306	0.1379071329141246	0.5509002931674876	0.2644694317638302	0.5319161575627511	0.4768194922077588	0.7727091199929071	0.4821913028424761	0.7219229980592559	-0.33727264917043354
Picot	0.5679796959540444	0.3335047070924846	0.2572338907882508	0.45615807704217115	0.16170762846649753	0.10372227960706232	0.6202832507668177	0.8406845623313833	0.10630501606844465
CG30463	-0.48836334933151854	-0.5748540689571775	-0.8409228795798992	-0.7999541259426709	0.6008189976924556	0.1819892112294101	-0.7788880313984939	-0.3750229381575045	0.6377527574102746
Chit	0.30794268727968904	0.8101277065077606	0.9560378614199487	0.7974580285409996	-0.6947452269591143	-0.09228188118868591	0.7796550943119147	0.2750855535386828	-0.8762590137847863
Sod2	0.31619027008801026	0.6473926493664679	0.6879903387343346	0.8586247052452701	0.01639732144211869	0.31226245596077035	0.9116267536674566	0.9439399260708582	-0.4298522354293065
Dek	-0.45933983266013734	-0.47594233631949345	-0.8418681286640142	-0.6790973991068235	0.811936914430661	0.5103017836251879	-0.7434534038038535	-0.2635697913946728	0.5071888787604947
Ef1beta	0.46597534764874254	0.6135423373578025	0.5101537232543936	0.49060240741963745	-0.10127773424094144	-0.013640748664648322	0.7285914039999903	0.7627079380000159	-0.11888351489177296
CG6426	0.24281284941896877	0.7198542186085578	0.6050947427772405	0.35078289574400123	-0.637571098446925	-0.023548786025080398	0.2794030389212588	-0.2549952980612987	-0.8154395070112015
CG34191	0.24399461922779997	0.46439839446594694	0.45205857986291714	0.738100087312826	0.2826590754706438	0.4872957188816361	0.7310211672943975	0.9162365632828218	-0.2805547233512327
CG6805	-0.8373105766913727	-0.7593583010368276	-0.6512181467332578	-0.600325693987913	0.5304711129849832	0.12968209694835484	-0.6818481474493437	-0.3665221910505567	0.49832773981104955
CG15609	-0.5828129790695484	-0.7633341544450042	-0.857459250072183	-0.8046583078011516	0.6448661299485167	0.17327043062419986	-0.8693543894071639	-0.49506640575259747	0.6653443409608969
CG8963	-0.6563153968723335	-0.5606736966067394	-0.768011440813896	-0.7271158834231642	0.5838307856873378	0.3653879059927301	-0.8754638400567286	-0.6041594328360765	0.3483087889482838
RhoGEF2	-0.6303339407738586	-0.7272795625172221	-0.8334623660367675	-0.7964966187041564	0.5952536676062824	0.20713230583743322	-0.8995513936798667	-0.5823014622931961	0.5550108691307979
fat-spondin	0.025888338678509835	0.4809274871978328	0.8333871554604309	0.8620642602825945	-0.3069187219336238	-0.04614686152964675	0.926347115933876	0.7782633328493122	-0.4817511944640367
Sply	-0.5788140897711013	-0.6250853163229877	-0.7984601475203494	-0.7113573009336626	0.7543515855536436	0.38813343670923756	-0.8204542201305995	-0.4292913622335705	0.5395839391957507
GstS1	-0.5387220228543214	0.09474006669911272	-0.12160686528430244	-0.35313010566079467	0.0533932551058544	0.18108926097463052	-0.37740813111054744	-0.4509535840450829	-0.1623939592216547
CG15611	0.6196114484955483	0.1804415525772962	0.4032981255583914	0.12527664858023457	-0.9044124225673411	-0.8427080113373198	0.2641266562708948	-0.2188277455262365	-0.12069857712183672
Amy-p	-0.06682812488294924	0.4758203866808557	0.6717209440737884	0.4318379058856384	-0.754234368915109	-0.20453477321731106	0.33186414237149586	-0.2384088331488652	-0.8159329994391037
CG11395	-0.35857608392460544	0.06410720894849285	0.04957656216690422	-0.16472738768833478	-0.2897819862272948	0.055062365688565304	-0.36919691440008134	-0.7342946184549399	-0.4730083052373205
l(2)k01209	0.2949455464055571	-0.4165189259620288	-0.3340412670197406	-0.19183317558544874	0.20444495283609937	-0.35788697754174426	0.04021747533580777	0.39599515065044855	0.7627992616820167
CG4802	0.5678406537782189	0.33143037189610525	0.4416767599525109	0.5534132187391861	-0.1525844125164217	-0.19312129972464828	0.7550417203786438	0.8181957778094354	0.029790775464959295
Bap55	-0.5448647290959957	-0.45205122915675655	-0.7635549462945326	-0.7118974231758108	0.6845701395436061	0.4785254615260424	-0.846173717015574	-0.5309387996255288	0.3582527149969998
robl	-0.12651017876008605	-0.5152419420974053	-0.8311778991285995	-0.7368549443241443	0.7682389350772837	0.24032413340664688	-0.6732099095704016	-0.17317397082201538	0.806943602045965
CG14478	-0.4876912293472215	-0.8301706187282216	-0.9225015317590747	-0.8340245925836313	0.6463580838131326	0.10686509273313818	-0.8746755920588012	-0.4611665474133065	0.7665545458927017
CG4847	0.12623619659826502	0.5265504880091216	0.7414015569790396	0.47877189301708456	-0.7300121548257699	-0.22329954304637642	0.3912608366334631	-0.19518301851775618	-0.759486908460203
eIF3-S9	0.3495244697975717	-0.0011787060752608879	-0.10738426446195187	0.15759698755583867	0.44834582066963646	0.1628611062540301	0.31826003246426876	0.7428315303088678	0.4256537148921667
RpL18A	0.6200514527102833	0.06307813154251717	0.1712812601562262	0.2701853994156076	-0.13493708519942457	-0.38331870994855244	0.5086036683478329	0.6290760653245225	0.32780143047398214
CG14482	0.5158899141827616	0.4481683093588524	0.5705711206114019	0.5734800358223471	-0.2673194797414245	-0.24935004505582628	0.8034503101020516	0.7738721944748704	-0.06943710672556239
CG42239	-0.5017700876198048	-0.05781481131490047	-0.2667137942449453	-0.2708606002055933	0.4843081292853189	0.6290325946605192	-0.5098353833741505	-0.4445157600233184	-0.15812480468243403
Rab4	-0.5505854409366624	-0.6449494000507907	-0.7997261462819995	-0.8201668199311634	0.5001454940463995	0.18093758587668482	-0.933745159398427	-0.7039042623347516	0.47689888196476116
CG14483	0.5622440571726509	0.7549699452575214	0.8241021859403769	0.8364587844944588	-0.346755185807379	-0.015388140555118265	0.9528067580286199	0.7738656477254562	-0.48099050274902366
icln	-0.36748723497420305	-0.5007093341040009	-0.8715471655377547	-0.7589291746726203	0.811963485517933	0.39612654456726965	-0.7550643286199725	-0.2524833399370894	0.6611429724614253
CG10936	-0.28973529491442046	0.5719713132211608	0.41331390634707366	0.6004373743326918	0.333690015307037	0.7887605983899788	0.4859410548175334	0.5949203034795277	-0.6135841075897253
eIF3-S8	0.4721500465804635	-0.08481855597821555	-0.05161046584268266	0.10357911164380695	0.07086727981209354	-0.27986707002663563	0.3446566695372946	0.6136704558328909	0.4854370873962041
CG6459	0.49203970337958164	0.29591624321959864	0.2969656973365504	0.44809971102684903	0.05337950438957373	-0.042777430220079724	0.6594560615842321	0.85194174305778	0.12955443905534864
Sema-1b	-0.6325086499368626	-0.771888267140328	-0.850757793852997	-0.7539972364195231	0.7023028746125349	0.23265040852295962	-0.826717927605318	-0.409350266980662	0.6568438168058305
CG6424	0.1635583802370402	-0.7502099165268312	-0.6775538616113609	-0.6356221956272436	0.10256272890163992	-0.5701772031650504	-0.45154057507414497	-0.17428383527454072	0.9307114610471707
CG5002	-0.6373339441426699	-0.41871946805150634	-0.6777641176388131	-0.5622541158717747	0.8666355065528959	0.5711706583814005	-0.6265818719877974	-0.15445023554823792	0.4463771135559218
CG5009	0.21071553347844432	0.4617204614554581	0.4007898486525497	0.1278321044085846	-0.4954472367566271	-0.046367503215668904	0.006198175407755378	-0.4935402547986171	-0.5957131907108822
CG6370	-0.2338354410805728	0.4755451042290959	0.2295463997329259	0.4652435973725665	0.623616546945392	0.9494306702889158	0.33467694645227813	0.5854071824867358	-0.4096610676079725
UbcD10	-0.4349615148107095	-0.689970700242888	-0.8500951686922478	-0.7541546404830731	0.7482481714397264	0.2799916427268281	-0.8214002920774326	-0.39972451858177016	0.6836562950714055
CG5033	0.5990454937543724	-0.009177546107488424	0.08280568078368179	0.17734832997933794	-0.11785273376660754	-0.41889671442301857	0.42808012425415864	0.574342476823909	0.40566615222611313
Mapmodulin	-0.5283049283319313	-0.6685682827616335	-0.8819529371416256	-0.8133684090240502	0.6794381365864386	0.29932648892203706	-0.9087694015164789	-0.5411661136516569	0.5773091358812426
CG5084	0.13846199142503166	0.6117015062531644	0.5539157207523833	0.305869988933169	-0.613294194857101	-0.01144974915011666	0.18405753684474047	-0.3608766665991684	-0.8112634888123876
CG10910	0.40253375963293997	0.3315375346628045	0.5919525142245944	0.4917957941557011	-0.7967524096079517	-0.36884545728497786	0.3949342140385155	-0.1376105077519776	-0.6195413665733719
CG5773	0.34644402894869825	0.5039907527829365	0.3511517579907351	0.1545613652666823	-0.7057559224259536	-0.26162804768182124	0.1702742615934779	-0.26950396140749644	-0.5532939477188137
CG5770	-0.30492766190620574	-0.35292021856777667	-0.5956232149369244	-0.7511191845914251	0.07907816475912208	0.016011794230231826	-0.8684189204610208	-0.9230237279893038	0.16081993519641263
CG5767	0.5710878312004978	0.45678156341649767	0.2928173918607083	-0.04910360834727824	-0.7385094228903917	-0.501832768204082	0.07039748341477901	-0.3909739993456077	-0.2712656052566537
CG10911	0.17505157761558746	0.24742219325939382	0.539121493180414	0.6488650314411013	-0.057984274346331424	-0.09892610290564967	0.8019134177711319	0.8854970085498016	-0.04282811486571463
CG10912	-0.5439206724570919	-0.6023734124807271	-0.7620314559639758	-0.7229052961374193	0.6824428165340226	0.3289252931359834	-0.8291320184062981	-0.49633584437534567	0.5187084746071373
Spn6	0.7328301258634012	0.898592410195034	0.6709261320713631	0.5438321490686329	-0.38147623189620833	0.08086997580632711	0.6032778301802265	0.28973520324424495	-0.5721874551553999
Hsf	-0.31080915219428	-0.7481857633877133	-0.9485810491023926	-0.830235337688555	0.705203506210576	0.10768479182580429	-0.7856823626083598	-0.2805450498674055	0.8766357610518406
pAbp	-0.06974409306546595	-0.3061651764205927	-0.11168594610732033	0.09387872261897479	0.2342153729834393	-0.15957233585474975	0.2740617845871253	0.6389912350852431	0.47859808013794003
CG17680	0.32795855791746187	0.35954033547145126	0.5775426583365958	0.7143427515747389	-0.06361463658014946	-0.03430835104930321	0.8556577515630223	0.9244626998556595	-0.11057013656672596
lolal	-0.4393440584693313	-0.2509543916255648	-0.649177460067837	-0.4800663376775976	0.9059830292596049	0.7427528334298616	-0.5911427810093578	-0.13273742073800207	0.3160211809691346
Nup75	0.07113159667681192	-0.4750651128936624	-0.7311536867432176	-0.5168970417164943	0.6393230338698723	0.1013192284901617	-0.3788548167998534	0.16842553677203415	0.8176054972880024
Dgp-1	-0.7268667040099602	-0.5879505486549822	-0.719743295150774	-0.728717544256934	0.447247947776033	0.23620100604017413	-0.864881704365827	-0.6624479204187099	0.3140349538951807
CG5721	-0.6089219964431365	-0.6113955105480204	-0.8091549130844847	-0.780469664057823	0.6387446702838754	0.3153755216298816	-0.8876905623735107	-0.5683664526358436	0.4872182111701279
CG14500	0.6396943110497271	0.5861031334362589	0.3568480718115679	0.1643420512592358	-0.561623948700492	-0.10865059262671706	0.11939087462169776	-0.3345842114039557	-0.5299760978908907
Idgf5	0.292423177645714	0.6785247146249492	0.8866256729602127	0.6657812401254586	-0.8461954939374412	-0.33015960808235967	0.6895605736405878	0.13634921726109323	-0.772320289768269
GstE1	0.10235506159823912	0.38709521407115066	0.7586952269541225	0.8093265251671001	-0.30622597832288034	-0.1443246857577087	0.9088506458512342	0.8040361754259658	-0.3444482150792046
GstE3	0.17895313677019603	0.7213309252101348	0.695885126337333	0.8697424668083659	0.1008690053171612	0.5030161356939443	0.8644185490946588	0.8939619554546363	-0.5652228911937718
imd	-0.5977923540947802	-0.6848841462957104	-0.7853758363505099	-0.6991564231429943	0.7331349546419407	0.31789710995648773	-0.7963644263405129	-0.40293702990176616	0.5862098257317387
Dp1	0.05347607933400431	0.5169019780001617	0.5758383776265933	0.7892915657558036	0.18170437939395195	0.4127732610064425	0.8302829654747429	0.9746954812476851	-0.3579864799289207
CG5174	-0.26185860371081354	-0.06932068998560896	-0.47757567480970714	-0.2740241957057124	0.8832304172021126	0.826604683610935	-0.4104677618748713	0.0028110665375968946	0.1804169506785627
CG30118	0.667203691276118	0.015534365443222014	0.11347004121827436	0.17414296550027236	-0.2162085001703737	-0.4926431481715969	0.4267806335338627	0.5094318794073553	0.3747258290034271
slim	-0.481651616674899	-0.8352460233427379	-0.933664415266498	-0.8991444378487784	0.5311093325349895	-0.0316827171750541	-0.8916745215124242	-0.5141127235672883	0.7974787857559439
CG5189	-0.4989819658706918	-0.44513328390534845	-0.6438494954169645	-0.6780636647717017	0.37898569619130335	0.28749152372253894	-0.8681213940044543	-0.7756921489554954	0.18204890362434342
CG5224	-0.27788084290167936	0.4365312099410481	0.13328292157815386	-0.0921223746877624	0.07814779299470843	0.3889036969746073	-0.14942533991453638	-0.2887067868358204	-0.3901961352275738
CG10924	-0.8455470553751951	-0.4151993675336157	-0.30187617298421976	-0.40111544589156006	0.13902470214302057	0.12244985823401248	-0.5752166501498461	-0.6057573769570195	-0.032701196846636006
Pepck	-0.6634287591344028	-0.3423895523647398	-0.24656389756016556	-0.4564448502910843	-0.162344657292271	-0.14246999770966381	-0.5741565351951126	-0.7584962030850918	-0.07064855494462455
mRpS28	0.44023342686552547	0.3856410458768677	0.42466603584589185	0.5798037091161856	0.03888641275541223	0.027876573036194237	0.7625145075627937	0.9185541066565508	-0.003230792054823675
CG5323	0.4738163928938222	0.2965621006717484	0.28695853562923723	0.4892222694541988	0.12564364599701447	0.0582599767612352	0.6619198495909163	0.8820935675374418	0.09665885870467852
CG5493	-0.03370425650461875	0.2545652120589048	0.4036645274345986	0.6635819753469705	0.2945914049204728	0.33134411405280445	0.7196914096286766	0.974265030224761	-0.1129326134292325
CG5335	0.0353000919652546	-0.001870617498346131	-0.2716459580636982	-0.5301817825448575	-0.17797540273109416	-0.06332276208911364	-0.619287038740526	-0.8732859248374906	-0.07404666536214674
Eip55E	0.2979682301219281	0.4768201757854185	0.699038401608988	0.8113446915704249	-0.19761504105959407	-0.033825376877723336	0.9328176950975248	0.908828037984829	-0.2977452754416871
CG5482	-0.6045295398029008	-0.6362066107022886	-0.8012021535085492	-0.7529586794112342	0.6074951084601958	0.3165525209499346	-0.8975032387506331	-0.6089961829821333	0.4407817401682362
CG30122	-0.3575350758434181	-0.8219183173276671	-0.7531667903327824	-0.5491753751194112	0.4112538615497715	-0.12132882389926178	-0.5186567144704054	-0.10441815802090225	0.7240733660368577
SP2637	-0.4231622515324807	-0.7763373173976263	-0.9179926776651575	-0.9397701138730304	0.45584071686611094	-0.042144842783512014	-0.9563912626828404	-0.6641393558725858	0.7248012630020724
Gint3	-0.5345419388677523	-0.6233925194792347	-0.8200867349930566	-0.7773774128149342	0.6401142318676158	0.31552130338163986	-0.9014574274605353	-0.5912972242764214	0.4958465590215393
CG42351	-0.4025541317917936	0.06318258979478832	0.01810198271968468	-0.1479502649058027	-0.005152638815217326	0.2786614084153871	-0.37356432854847393	-0.6127399402551957	-0.39013790241508295
CG15093	0.3519631697052189	0.2303857577017657	0.5510409489787405	0.6157973592989697	-0.2924619104978395	-0.33701499041989713	0.7991701677517559	0.7770971688558512	-0.031076898874206883
l(2)08717	0.3162812844756078	-0.3230546044962534	-0.39800848008694656	-0.19392397816187235	0.45351745558135986	-0.06832650065788538	0.0012586286227200185	0.46043753621728933	0.7481359566457026
CG15096	0.2262734377498745	0.1057283907947715	0.08025126023188375	0.31400046321628655	0.5310510249521166	0.32122986741166426	0.42163195007925075	0.8087363691477493	0.28299369825128545
l(2)03709	0.4216517438287039	0.3485350908499218	0.4091907390089817	0.5919833888218898	0.05238115824690784	0.03831285865782383	0.7576304834287748	0.9243371839486074	-0.001290989117575101
CG15098	-0.44895069028670137	-0.4571384722742776	-0.6357886577315603	-0.7603279718184925	0.22112122435095813	0.08645715161771193	-0.8953174019022025	-0.8746131480866431	0.23432096414646866
CG15083	0.16058677811868938	-0.31407194560075313	-0.2117642472523073	-0.538780028294575	-0.46822180749799847	-0.7446038712769054	-0.4152248194291556	-0.6617059310209454	0.35984893758148434
CG15100	0.15657365826412073	0.24683836230633766	0.24609792764601104	0.5126632626742899	0.33621674214944897	0.294173569536379	0.6281143282832324	0.949420647002043	0.04479999054315129
Jheh1	0.4288998316077106	0.7243048791012268	0.6825729535792318	0.8176391047533342	-0.021834954516184325	0.2933685880754982	0.8957209012714179	0.9037854631977363	-0.4334391787602055
Jheh2	-0.4684862970087883	0.08874272101579564	-0.034397099734960745	-0.1889929233582762	-0.006812762946927591	0.32697262295936225	-0.41605702311959536	-0.6415044388609115	-0.43900867441872143
Jheh3	0.772905323125603	0.8558507929689104	0.6736802461983816	0.571098535874589	-0.5096101431196476	-0.013120814112801334	0.6122850173431127	0.2461941147687577	-0.6175964655915515
