Gene,L1 larvae1,L1 larvae2,L2 larvae1,L2 larvae2,"L3 larvae, 12 hr post-molt1","L3 larvae, 12 hr post-molt2","L3 larvae, dark blue gut PS(1-2)1","L3 larvae, dark blue gut PS(1-2)2","L3 larvae, light blue gut PS(3-6)1","L3 larvae, light blue gut PS(3-6)2","L3 larvae, clear gut PS (7-9)1","L3 larvae, clear gut PS (7-9)2"
CG7818,4.07175,4.44418,5.51531,6.03372,4.72405,5.15773,6.47197,7.09557,10.0425,8.23295,10.0425,10.8926
CG7810,3.22543,3.12842,4.28367,4.24307,3.83911,3.79158,5.12033,4.97321,11.6602,6.31613,11.6602,11.4343
CG7806,6.02528,6.19484,9.39874,9.65156,8.40253,8.63408,12.0241,12.3529,34.8259,20.1947,34.8259,35.758
CG7795,0.0997181,0.0859204,0.151389,0.134206,0.783496,0.685884,1.66904,1.43803,3.72517,2.65891,3.72517,3.25686
CG7787,14.6435,16.5106,16.8588,18.8532,10.667,12.0145,12.6897,14.2318,22.882,18.6531,22.882,25.757
CG7781,58.8185,62.1871,22.6409,24.0089,8.53515,9.00422,5.35166,5.6904,5.40909,4.93523,5.40909,5.74991
CG14275,19.2009,18.7279,11.3381,11.4146,48.6614,48.7569,13.2463,13.1337,33.4443,22.2136,33.4443,34.1029
CG14274,3.18393,3.38804,1.85265,1.97613,0.630692,0.680096,0.477464,0.499263,0.623405,0.22483,0.623405,0.650197
CG14273,19.0724,20.8896,20.2527,22.463,21.4792,22.6144,19.913,21.2766,7.98047,11.0258,7.98047,8.32607
CG7778,27.1081,30.943,4.15861,4.72931,49.0107,55.9042,72.504,68.8984,363.436,69.6658,363.436,356.496
CG7627,18.4912,17.6889,17.3209,16.7225,10.396,10.0211,14.5475,14.0604,16.9166,20.1685,16.9166,15.9736
RpS13,2240.78,3402.52,2026.48,3076.48,1366.2,2074.17,1174.21,1782.99,1197.79,1667.98,1197.79,1818.46
CSN8,12.6242,16.9393,15.1774,20.3471,12.5239,16.7269,15.2167,20.3787,29.8675,27.2658,29.8675,40.0211
Pp2A-29B,91.2446,91.155,86.095,86.3952,71.9478,71.8599,86.5139,86.3753,127.633,111.452,127.633,128.083
CG17292,34.7916,35.0945,38.7958,40.3707,35.3213,36.8399,23.8897,24.6582,18.463,21.3004,18.463,18.767
CG17293,21.9425,21.9389,19.4464,19.4438,15.47,15.4682,19.0458,19.0433,28.0462,23.2965,28.0462,28.0445
CG13390,14.186,14.8798,12.4695,13.0894,10.3375,10.8136,5.18851,5.44027,5.30122,5.38971,5.30122,5.55324
CG17294,3.49612,3.76468,4.64464,4.98773,4.16982,4.48661,6.53266,7.00351,7.25176,7.26611,7.25176,7.88351
Aats-ala,68.427,71.7678,88.7293,93.0479,66.1359,69.3499,34.4876,36.1698,43.9751,43.1757,43.9751,46.0787
CG13392,12.9869,14.2976,16.4151,17.7369,11.2634,12.3432,4.85615,5.36591,3.15841,4.63419,3.15841,3.42672
CG13393,68.8035,68.7885,134.206,134.147,78.3058,78.2139,73.6315,73.5096,94.1732,71.6266,94.1732,94.0311
CG13384,12.0976,12.1292,9.83948,9.87796,9.50485,9.52241,10.2661,10.1589,33.1133,16.6914,33.1133,32.8135
CG13394,0.721386,0.611114,2.40724,2.03294,18.2663,15.3856,3.92339,3.98947,14.1226,10.4198,14.1226,14.3023
snRNA:U6atac:29B,0.147838,0.147838,0,0,0,0,0,0,0,0,0,0
Acp29AB,0,0,0,0,0,0,0,0,0,0,0,0
lectin-29Ca,0,0,0,0,0,0,0.0935527,0.104211,0.0220267,0.0312857,0.0220267,0
Peritrophin-15b,82.7496,103.535,221.075,255.543,316.056,367.801,981.534,1134.53,542.289,881.009,542.289,615.218
Peritrophin-15a,283.404,375.163,545.741,720.394,1111.46,1467.87,2086.66,2755.95,604.279,1940.28,604.279,797.286
CG13385,0,0,0.0189343,0.0194495,0.0202648,0.0208416,0.966313,0.96772,4.07076,2.33052,4.07076,4.0418
CG13386,1.13322,1.55982,0.96153,1.25519,1.41703,1.8029,1.06904,1.21323,0.499867,0.572363,0.499867,0.693724
CG31898,0.112363,0.112363,0.441169,0.441078,0.219545,0.239647,0.536738,0.536614,1.24252,0.35052,1.24252,1.25634
fy,1.90463,1.96035,1.58447,1.63088,1.37626,1.40561,2.52482,2.59875,6.36751,4.10465,6.36751,6.54628
emb,23.4589,24.3785,26.5651,27.5988,22.6169,23.4871,19.8017,20.5614,45.7401,36.19,45.7401,47.4942
CG13397,2.5941,2.7068,1.16246,1.20879,5.23947,5.45817,14.06,14.6618,5.7072,10.249,5.7072,5.94879
CG13398,4.95417,5.46,3.76392,4.06181,2.77561,3.03747,2.61067,2.76209,4.9811,4.18637,4.9811,5.36044
Akap200,35.8216,34.1484,41.154,38.1386,29.8243,29.5261,91.0404,83.1924,391.529,211.157,391.529,359.736
CG31894,0,0,0,0,0,0,0,0,0,0,0,0
grk,3.272,3.53916,4.12294,4.41922,6.1725,6.65108,5.9837,6.42606,8.0649,7.18596,8.0649,8.86471
D12,3.27013,3.30554,1.86961,1.88986,1.57278,1.58981,2.01847,2.04033,3.19854,2.88375,3.19854,3.23317
Chrac-14,12.6812,12.2522,14.2322,14.2322,2.05306,9.23545,11.3786,11.342,13.9186,13.9971,13.9186,14.012
mus201,2.43901,0.932316,2.24046,2.2165,1.01757,1.49328,2.4764,2.43175,4.70458,3.99613,4.70458,4.55062
CG31897,0.0624655,0.0624655,0.0674923,0.0674923,0.0532906,0.0532906,0.0768448,0.0768448,0.20083,0.173025,0.20083,0.20083
U26,2.97416,2.99811,3.31733,3.29677,2.92452,2.93972,3.70816,3.73878,5.71325,4.98461,5.71325,5.7209
fu12,29.8425,30.5903,23.0476,23.6236,20.2395,20.7243,15.436,15.7471,53.9618,21.5047,53.9618,54.773
fu2,5.11423,5.3384,3.80731,3.97917,2.88692,3.01722,3.23294,3.37887,6.40793,5.15476,6.40793,6.69717
CG13087,0.202356,0.294808,0.0537011,0.0670594,0.391304,0.287436,0.9526,1.01548,2.67503,1.43721,2.67503,2.40799
CheA29a,0.0397789,0.0418084,0,0,0,0,0.102765,0.108008,0.266153,0.0324258,0.266153,0.279732
tRNA:CR31896,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:CR31892,0,0,0,0,0,0,0,0,0,0,0,0
CG13088,3.03457,3.75024,2.8186,3.44981,2.2835,2.81813,4.08728,5.05337,10.0809,9.22317,10.0809,12.3747
Dh31,24.8123,24.4918,13.85,13.288,3.69532,3.6702,5.87572,5.48053,4.91079,5.37003,4.91079,4.80997
CG13096,96.0769,100.906,48.2694,50.649,34.5242,36.19,20.9906,22.0698,28.79,27.8893,28.79,30.1678
CG13097,25.9304,27.0095,13.4196,13.9781,9.45947,9.85314,5.25347,5.47211,7.85959,7.11494,7.85959,8.18669
CG13089,9.3924,9.49686,15.3345,15.4754,13.1067,13.2321,13.7811,13.9626,19.9049,15.3465,19.9049,20.0908
mRpL51,79.4266,79.7186,72.7968,73.3303,48.743,49.1418,17.9139,18.1672,19.8402,19.4636,19.8402,20.2967
CG13090,12.6593,12.6833,13.3487,13.3438,10.1234,10.1395,9.51397,9.51758,11.5227,10.3752,11.5227,11.514
CG13091,0.0149846,0.0166747,0.0357895,0.0398263,0.0255674,0.0284511,0,0,0.0729158,0.0775958,0.0729158,0.08114
Acer,23.0197,25.4232,31.7401,34.8207,45.7661,50.7294,22.1879,24.3697,15.4908,16.439,15.4908,16.609
lmg,0,1.22124,0,2.5707,0,1.08449,0,1.70761,0,2.47113,0,5.53247
CG34441,13.8281,12.6048,11.6815,9.10632,9.43899,8.35825,9.66071,7.95412,20.525,15.856,20.525,14.9899
CG17834,18.7957,19.2776,13.6749,13.7075,16.8964,15.6822,20.6395,21.0825,73.2906,31.2458,73.2906,73.8695
tRNA:CR31604,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:CR31603,0,0,0,0,0,0,0,0,0,0,0,0
Sema-1a,6.19851,6.07315,2.76382,2.43528,1.36896,1.32645,1.07926,0.894847,5.89345,3.92219,5.89345,5.12361
tRNA:CR31895,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:CR31602,0,0,0,0,0,0,0,0,0,0,0,0
Glt,273.652,276.694,267.652,270.926,398.871,403.274,140.918,142.476,94.6863,154.466,94.6863,95.7332
CG9287,1.1215,1.06903,19.0479,19.0828,3.45716,3.38747,0.0386307,0.0263023,0.0636683,0.0236892,0.0636683,0.0650244
tRNA:CR31889,0,0,0,0,0,0,0,0,0,0,0,0
CG9289,6.0114,6.44428,193.154,205.611,30.869,32.3702,0.143336,0.134161,0.521796,0.175756,0.521796,0.542737
tRNA:CR31890,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:CR31888,0,0,0,0,0,0,0,0,0,0,0,0
Hnf4,15.7928,15.848,12.8897,13.081,17.6312,17.8321,15.7717,15.8338,16.4939,17.8344,16.4939,16.4298
CG9314,0,0,0,0,0.35639,0,7.88944,8.68798,25.2696,21.5674,25.2696,27.7018
raw,19.2162,19.3482,13.2697,13.3045,12.8769,12.9462,11.3492,11.3826,53.824,23.2652,53.824,54.275
CG12438,0,0,0,0,0,0,1.01383,1.02057,5.19176,3.4316,5.19176,5.50266
CG9463,8.58797,8.79783,7.53599,7.70913,33.5456,34.2552,72.117,73.7364,6.65827,22.9164,6.65827,6.80415
CG9465,0.618046,0.603214,0.443577,0.43585,3.46824,3.41635,6.15483,6.0588,0.646774,2.80705,0.646774,0.641319
CG9466,47.7097,48.0516,122.897,123.778,145.043,146.083,205.643,207.108,2.77587,28.2652,2.77587,2.79576
CG9468,177.824,185.702,232.312,242.597,201.764,210.657,428.95,447.907,12.275,96.6704,12.275,12.8188
SoxN,10.2112,10.2112,7.42406,7.42406,3.9127,3.9127,3.66257,3.66257,28.7547,9.39575,28.7547,28.7547
CG32986,0,0,0,0,0.0253727,0.0280275,0.512384,0.480944,2.19189,0.789883,2.19189,2.21811
CG32987,0,0,0,0,0,0,0.0714501,0.0627647,0.420567,0.367438,0.420567,0.509832
CG32988,0,0,0,0,0,0,0.597432,0.578857,2.50481,1.76679,2.50481,2.63494
CG32983,0,0,0,0,0,0,0.152456,0.152456,1.03378,0.466852,1.03378,1.03378
CG9483,0,0,0,0,0,0,1.52853,1.52853,7.76601,4.25078,7.76601,7.76601
CG34398,12.355,11.2607,18.0218,14.329,14.1153,12.4382,9.75876,7.90375,26.7285,16.1077,26.7285,19.8051
Tsp29Fa,83.6498,89.0896,95.8032,103.279,72.7131,77.8443,187.285,199.363,202.336,227.737,202.336,211.415
Tsp29Fb,209.974,218.798,201.503,210.007,165.452,172.673,282.635,294.518,186.325,235.839,186.325,194.587
CG9510,79.9858,87.9407,83.813,84.8744,163.146,163.072,144.886,140.799,38.4262,93.9448,38.4262,39.0865
CG9515,7.30624,1.69703,7.72047,4.47801,3.93704,0.480557,0.652334,1.53131,2.91911,0.962285,2.91911,1.38256
CG31886,7.28327,6.92275,8.63166,7.96577,7.56709,7.16489,4.1016,3.94608,10.3174,4.71709,10.3174,9.43019
CG9525,0.0136186,0.0140798,0,0,0,0,0,0,0.0140907,0,0.0140907,0.00856412
CG32985,0.0145292,0.0152071,0.0289181,0.0302674,0.0247903,0.025947,0,0,0.0618621,0,0.0618621,0.0647485
CG32984,0,0,0.00590019,0.00642841,0,0,0,0,0.0270467,0.0375745,0.0270467,0.0294681
CG18088,2.26823,2.28126,1.93304,1.94737,1.07504,1.08122,0.683621,0.687569,2.64629,1.1992,2.64629,2.71351
CG9541,0.48627,0.41603,0.265754,0.243343,0.178783,0.159353,0.198617,0.175474,0.479063,0.17121,0.479063,0.371832
CG13101,5.95281,6.12907,7.95242,8.19085,7.40061,7.61906,4.14647,4.2694,5.6536,3.60756,5.6536,5.82213
CG18662,0,0,0,0,0,0,10.3991,12.0745,30.8644,26.3046,30.8644,35.9148
rost,11.6816,10.4635,11.0853,10.0195,7.98247,7.30584,6.23199,5.59731,17.1324,9.55884,17.1324,14.7937
CG9555,21.0346,21.3236,24.961,26.3298,17.813,18.1708,3.31732,3.56397,1.19362,0.991135,1.19362,1.0821
CG17906,3.15293,3.27831,1.22087,1.32997,1.41271,1.53182,0.0024435,0.00243633,0.192533,0.132463,0.192533,0.234178
alien,15.4006,16.508,25.48,27.7279,20.4401,22.2266,26.3619,28.6427,37.555,31.5188,37.555,40.9828
CG18661,1.95832,2.01896,2.01307,2.03605,1.74361,1.81138,4.0468,4.09213,8.86147,5.95648,8.86147,8.97972
Try29F,0.449058,0.454466,0.27097,0.263232,3.49168,3.48025,0.874497,0.884941,1.75315,1.3796,1.75315,1.7607
CG9568,49.7979,61.7286,76.0726,93.9009,65.8655,80.8161,156.022,192.113,44.9792,122.27,44.9792,55.2618
CG13102,22.2809,22.2932,32.6866,32.7238,16.9258,16.9351,14.673,14.6812,5.51022,8.03772,5.51022,5.51246
CG9573,0.000205711,4.27E-05,0.0000139,7.03E-06,0.000411222,0.000188296,0.000324261,8.35E-05,0.000406124,0.000427893,0.000406124,0.00160065
CG9582,0,0,0,0,0,0,0.439649,0.439649,2.59393,1.86338,2.59393,2.59393
CG31708,4.25652,4.46477,1.18537,1.20142,0.211216,0.218092,0.128995,0.12736,0.465817,0.217632,0.465817,0.454443
CG12439,0,0,0,0,0.0612465,0.0612465,0.89642,0.89642,2.66371,1.50336,2.66371,2.66371
Toll-4,0.0679232,0.0679232,0.108153,0.108153,0.10865,0.10865,0.036557,0.036557,0.0929579,0.05268,0.0929579,0.0929579
CG31609,0,0,0,0,0,0,0.635316,0.752985,3.44976,2.30579,3.44976,4.07762
Or30a,0.050583,0.050583,0.0100678,0.0100678,0,0,0,0,0.0923022,0,0.0923022,0.0923022
CG32982,12.2526,13.8565,5.97548,6.97445,9.13337,10.5521,6.75716,7.39278,25.4438,11.6279,25.4438,28.9507
CG13108,3.24907,3.50072,0.812388,0.917826,0.3121,0.359823,1.05623,1.13804,1.80959,1.06859,1.80959,1.94975
CG9586,21.3905,24.4842,26.4053,29.7654,24.2825,27.0896,22.4135,25.1816,29.4062,28.5227,29.4062,33.1015
tai,16.0508,14.7079,12.5926,11.7869,13.2199,12.6386,7.30781,7.102,32.2559,23.033,32.2559,29.7695
tRNA:CR31885,0,0,0,0,0,0,0,0,0,0,0,0
aust,0.180192,0.176225,0.0239097,0.0350748,0.0256209,0,1.70687,1.93486,3.16021,3.55359,3.16021,3.43007
borr,1.285,1.34457,2.62241,2.73249,3.81538,4.02964,11.2337,11.6827,21.4528,18.6615,21.4528,22.0068
lectin-30A,0,0.0213397,0,0.0169894,0,0,0,0.0367528,0,0.0331014,0,0.05192
Ggamma30A,74.8908,63.5931,28.809,25.1981,12.7851,12.5854,19.7093,19.2967,37.3627,25.2415,37.3627,35.9813
CG17005,0.0327186,0.0373056,0,0,0.0229797,0.025461,1.19339,1.29786,4.6178,3.57619,4.6178,5.19178
Cks30A,0.762311,0.865686,1.6448,1.86785,2.31862,2.63304,9.19036,10.415,13.9641,13.4866,13.9641,15.7968
Eaat1,34.5637,38.5974,15.7016,17.1478,8.87395,10.0553,14.2997,14.9035,8.33581,18.2296,8.33581,9.09219
CG3748,0,0,0,0,0.0240323,0.0150747,1.24289,1.17847,4.33244,2.83317,4.33244,4.04358
CG13110,0,0,0,0,0.0466946,0.0466946,3.06367,3.06367,11.1529,7.47131,11.1529,11.1529
CG34181,0,0,0,0,0,0,1.1184,1.29139,4.27899,3.05311,4.27899,4.5038
CG34366,3.99579,3.74999,1.24608,1.15138,0.300655,0.28572,0.169592,0.148572,0.580032,0.440789,0.580032,0.512365
Aldh,728.701,652.154,1179.73,1082.12,1129.02,1028.61,166.23,146.569,15.7663,26.118,15.7663,14.1032
CG4438,0.0291469,0.0348912,0.0116025,0.0138891,0.323256,0.386963,3.03704,3.5154,7.33971,5.5475,7.33971,8.4891
CG3759,14.624,15.439,8.70036,9.19365,6.95871,7.32113,2.92538,3.08163,1.73426,2.58684,1.73426,1.81214
Fbp2,0.0459741,0.0469148,0.0848231,0.0996018,10.6868,12.1673,4396.91,5022.21,3507.08,4618.92,3507.08,4007.14
FucTB,1.80718,1.53003,2.19883,1.82319,2.82587,2.18403,10.6918,7.6815,23.1158,11.5564,23.1158,14.6349
scat,8.99385,9.30747,10.0425,10.3927,7.38694,7.64453,7.63756,7.90389,12.2021,11.1971,12.2021,12.6227
CG3769,0.327778,0.349763,0.279596,0.257833,0.0399475,0.0442059,0.161292,0.178485,0.199373,0.120564,0.199373,0.220625
CG34182,0.0521465,0.0620791,0,0,0,0,1.34716,1.38993,4.12339,2.02219,4.12339,3.92704
numb,19.3163,16.6419,16.3481,14.3389,17.317,14.8857,11.3062,11.5164,51.0433,25.5035,51.0433,45.9757
CG33723,0,0,0,0,0,0,0,0,0,0,0,0
Gdi,99.8299,113.692,147.286,165.116,115.423,130.573,160.007,178.63,234.998,226.632,234.998,253.667
CG33298,9.12348,9.52892,7.97637,8.26198,7.59593,7.97777,5.39876,5.66001,11.8866,11.9736,11.8866,12.507
Oatp30B,13.7159,13.5128,15.4397,15.3079,12.5439,12.2467,8.35357,7.8197,20.0137,14.5649,20.0137,19.847
CG31883,0,0,0,0,0,0,0,0,0,0,0,0
CG17855,3.26479,3.27918,4.58648,4.41608,3.06026,2.75578,7.82931,7.50209,14.308,9.92002,14.308,14.23
Cpr30B,0.0674837,0.0931187,0.0537264,0.0494236,0.0287859,0.052961,0,0,0.513091,0.0481474,0.513091,0.45312
CG13113,0,0,0,0,0,0,0,0,0,0,0,0
CG13114,0.0360762,0.0447784,0.0143608,0.0178249,0,0,0.0155333,0.0192802,0,0,0,0
jp,30.5175,30.1142,22.3225,23.8998,30.5356,30.583,17.3469,17.5902,22.7746,24.9051,22.7746,22.7893
CG3838,13.4298,13.1099,7.66151,7.58319,7.76916,7.63078,6.1054,5.8375,8.14336,6.62694,8.14336,7.81981
CG4389,92.3863,92.6324,144.015,144.404,111.155,111.444,88.005,88.2344,96.0994,89.3485,96.0994,96.3516
CG31709,0,0,0,0,0.584452,0.584471,14.5054,14.5058,47.8743,32.1408,47.8743,47.8728
gcm,0.46342,0.4653,0.292083,0.293268,0.292289,0.293466,0.88706,0.890474,2.46916,1.61823,2.46916,2.47981
CG3841,1.57699,1.57403,5.17769,5.27642,3.14686,3.15214,8.43095,8.47519,1.99164,2.46729,1.99164,1.99545
CG4382,0.00741867,0.00822736,0.0177189,0.0196504,0.012658,0.0140379,1.2777,1.33196,7.03941,2.97354,7.03941,7.36638
gcm2,0.332665,0.338149,0.302043,0.307086,0.0876119,0.0893069,0.270935,0.275457,0.519939,0.478527,0.519939,0.527743
Trx-2,353.377,472.156,459.506,593.513,319.107,390.183,185.958,217.374,158.628,149.079,158.628,189.15
GlcAT-S,6.91433,7.03294,5.45999,5.61525,4.42728,4.48568,3.87785,3.74701,10.0855,6.61913,10.0855,9.43303
CG31882,0.0171946,0.0203987,0.0410678,0.0487206,0.0293381,0.0348051,1.83606,1.82687,8.80622,6.77132,8.80622,9.33053
CG15828,38.3872,37.3295,42.7965,41.2715,43.3519,41.6236,7.13759,6.89615,2.66348,2.93864,2.66348,2.64568
CG33299,0.146859,0.147838,0.0389514,0.0392332,0,0,0.0304161,0,0,0,0,0
Pka-C1,60.8887,60.8878,40.3694,44.0393,47.8997,48.0946,24.5863,24.7266,32.8469,44.003,32.8469,34.4411
hoip,533.134,682.321,218.509,278.151,121.806,155.307,52.1924,66.2944,60.9508,71.8836,60.9508,76.8809
pelo,27.5739,29.8703,22.4186,24.2685,18.6123,20.1437,13.4225,14.5253,18.0488,17.1117,18.0488,19.5433
CG31710,7.87334,9.51239,14.1132,16.916,7.80961,8.9716,9.65339,11.4022,22.9147,14.4216,22.9147,25.9641
CG4364,207.596,222.44,104.621,112.071,72.7786,77.9449,60.7488,65.0661,74.5146,73.0713,74.5146,79.8136
Nckx30C,40.2604,37.0433,11.4658,9.93624,3.69097,2.99845,0.915433,0.567173,1.86665,1.64644,1.86665,1.10279
CG13116,0,0,2.17896,2.17033,0.583729,0.581417,0.785619,0.782508,4.38729,2.37858,4.38729,4.38719
CG13117,2.65871,0,3.05005,3.04891,11.7161,11.648,19.578,19.5719,32.9038,22.4378,32.9038,32.7381
Cyp4e3,0.195352,0.22676,0.126726,0.137205,1.395,1.47025,20.6605,23.167,9.82277,15.758,9.82277,11.3211
zf30C,18.1258,17.6633,13.4755,13.1742,11.8454,11.6022,19.7282,19.2955,37.9538,30.8652,37.9538,37.1176
Taf11,9.56019,9.66486,9.61709,9.72239,9.30431,9.37642,9.22177,9.32289,17.0935,15.3781,17.0935,17.2596
und,199.882,190.649,121.358,115.793,94.0911,89.7751,79.156,75.5409,127.643,100.136,127.643,122.904
CG13120,0.122567,0.122579,0.0988646,0.106476,0,0,0.0191903,0.0191903,0.0407694,0.120986,0.0407694,0.0542415
CG4017,0.0517078,0.0532107,0.740998,0.762536,0.64699,0.665796,0.05937,0.0610956,1.21613,0.426449,1.21613,1.25147
CG17633,272.195,272.194,512.253,512.253,695.932,695.932,2162.8,2162.8,265.768,836.047,265.768,265.768
CG13121,0.197899,0.199169,0.666036,0.666375,0,0,1.5023,1.49223,0.193551,0.253784,0.193551,0.19429
ppk16,0.148288,0.152556,0.0694456,0.0643002,0.074416,0.0612465,0.0450692,0.030911,0.0955024,0.0695999,0.0955024,0.0873347
ppk11,0.0832125,0.0832125,0.0220829,0.0220829,0.0315512,0.0315512,0.0159239,0.0159239,0.0112477,0.0430254,0.0112477,0.0112477
IP3K1,17.2011,13.609,21.3897,17.4128,12.8606,11.3363,13.5483,13.5098,44.4652,24.6866,44.4652,23.1664
CG18854,49.3402,46.6224,74.3675,70.51,78.8008,74.0567,72.5336,66.3505,282.586,145.788,282.586,268.751
CG4036,11.5441,11.5691,7.53701,7.61928,6.32673,6.02011,6.25302,6.181,7.97799,6.76484,7.97799,8.17912
CG13123,2.44673,2.33046,2.30005,2.17163,2.11468,2.07854,2.707,2.55417,5.77481,3.53277,5.77481,5.46066
nAcRalpha-30D,11.9415,11.0754,3.30707,2.69505,0.786285,0.626626,0.48367,0.419021,2.48454,1.34943,2.48454,1.71872
FKBP59,80.7449,83.9389,88.6754,92.0646,68.9025,71.4325,52.1705,54.1751,67.2019,59.1394,67.2019,69.6109
CG34183,2.26504,2.60655,4.16126,4.71576,3.59492,4.04577,4.01411,4.65656,8.51983,6.29827,8.51983,9.42774
CG4537,6.01543,6.44626,5.93612,6.30504,4.84017,4.96104,6.44591,7.07514,9.30971,8.38896,9.30971,10.0419
CG5924,11.1445,11.7578,8.14305,8.60863,5.00946,5.32423,2.50809,2.64514,2.48306,2.94586,2.48306,2.64693
Uhg2,120.391,120.391,54.8428,54.8428,32.7307,32.7307,12.9955,12.9955,20.0938,18.1097,20.0938,20.0938
snoRNA:U14:30Eb,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:U14:30Ea,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-G1620,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-A1576,0,0,0,0,0,0,0,0,0,0,0,0
Bka,35.7914,49.2261,15.0098,21.0414,8.77936,12.1049,7.08403,9.74231,8.96632,10.271,8.96632,12.4509
sop,4014.08,6228.89,2761.06,4284.69,2167.07,3362.25,1252.89,1944.16,1282.4,1964.42,1282.4,1989.84
CG13124,36.525,36.0591,31.2717,30.6578,44.6734,43.9487,39.6881,39.1409,25.1137,29.2365,25.1137,24.8241
CG5899,12.1243,12.7281,10.8683,11.4562,7.74908,8.11822,6.50735,6.96564,12.1743,9.23274,12.1743,12.7168
Srp54,45.127,45.127,42.079,42.079,30.9569,30.9569,32.9575,32.9575,52.7515,46.7355,52.7515,52.7515
yip2,143,153.039,199.001,212.54,179.617,192.047,233.87,250.284,215.986,253.679,215.986,230.589
CG5885,179.123,228.221,349.304,445.235,272.079,346.059,141.304,179.713,133.417,152.875,133.417,170.899
CG4598,26.1194,31.0249,45.3,53.7662,44.8022,53.0997,43.4747,51.5681,33.0515,42.5105,33.0515,39.1264
CG4594,5.16692,4.97318,16.0952,15.365,24.4702,23.2386,19.7488,18.639,8.23053,10.87,8.23053,8.06084
CG4592,22.4258,23.2294,26.3587,26.5463,38.2614,38.6,24.5547,26.5646,13.7283,16.1793,13.7283,13.2567
CG13125,0.107227,0.148053,0.150458,0.241684,0.0527751,0.129169,0.0133372,0.0929154,0.133205,0.207724,0.133205,0.251956
CG42366,0.445933,0.419188,0.216313,0.209928,0.117333,0.103825,0.0314056,0.0349334,0.12464,0.0839005,0.12464,0.123374
CG42367,0.0422394,0.0582938,0.0336285,0.04641,0.0360353,0.0497317,0.0363739,0.050199,0.0513847,0,0.0513847,0.0709151
Cpr30F,1.79344,2.30875,134.399,149.481,70.0408,77.3432,0.658317,0.840065,0.495817,0.10088,0.495817,0.632929
CG31712,17.6694,17.4598,13.3133,13.1704,10.5119,10.3872,12.6043,12.4548,26.5226,22.4934,26.5226,26.2194
CG4619,36.2402,34.3408,25.7536,24.8917,17.1197,16.4319,6.21502,6.45949,6.52615,6.52148,6.52615,6.80104
CG5853,63.6604,61.2813,59.9593,58.3232,40.7208,40.0116,54.5584,54.565,38.8541,31.6543,38.8541,38.0998
mir-87,0,0,0,0,0,0,0,0,0,0,0,0
CG13126,10.9574,12.4862,11.0249,12.6006,7.644,8.69599,3.16143,3.45555,3.61907,3.72356,3.61907,3.94449
CG4709,4.34554,4.68104,4.23923,4.55989,3.19943,3.43185,4.37719,4.70878,6.161,6.09405,6.161,6.62631
CG5846,7.56037,7.32895,6.26908,6.0866,5.15193,4.99701,8.00741,7.33605,11.8374,10.796,11.8374,11.5929
CG4658,27.0363,27.5673,25.0677,25.5296,25.9108,26.446,40.9547,42.5605,66.876,60.1578,66.876,68.7471
CG5850,17.6347,16.9812,27.1849,26.2492,18.8382,18.0374,23.6723,22.6817,41.4116,34.9698,41.4116,40.4511
Dref,16.0673,16.0716,16.7912,16.8083,11.3975,11.4205,13.7764,13.7762,24.6649,20.0757,24.6649,24.6532
RpL13,1720.59,2853.57,1169.04,1937.88,1063.47,1762.51,723.565,1200.04,722.18,1232.75,722.18,1197.84
CG13130,0,0,0.139557,0.135735,0.109073,0.129289,0.0345363,0.0335345,0,0.0293846,0,0
bib,0.789805,0.777986,0.471301,0.476717,0.839439,0.835238,3.3899,3.40977,16.3202,10.9424,16.3202,16.4827
CG31875,0.645598,0.651831,1.07174,1.07174,0.995938,1.01547,2.06144,2.07443,4.84395,3.78062,4.84395,4.84395
CG31755,0.551362,0.564629,0.34873,0.347359,0.454479,0.44338,0.590697,0.585677,1.85425,1.12465,1.85425,1.90062
CG4747,72.9785,73.4326,77.2053,71.4068,43.4046,45.3209,42.2342,38.6378,76.6443,60.9208,76.6443,66.425
Trp1,40.3459,35.2973,96.9718,78.6745,54.7206,44.8872,42.9294,37.0055,57.6523,43.908,57.6523,49.5281
CG13131,0,0,0,0,0.0100816,0.00925211,0.47719,0.445938,2.06883,1.92073,2.06883,2.07265
CG13127,0,0,0,0,0.00955781,0.00955781,0.376257,0.376257,1.04262,0.903667,1.04262,1.04262
obst-B,34.8119,45.701,56.4089,74.1149,88.5111,116.228,34.5237,45.3622,20.6065,34.6969,20.6065,27.0285
CG33301,0.122424,0.0844788,0.471474,0.344692,0.797397,0.558548,0.209435,0.163683,0.0424774,0.0655202,0.0424774,0.0256924
Cpr31A,72.038,88.274,37.1819,46.0303,140.891,173.27,4.98881,6.34054,1.15081,1.57721,1.15081,1.46442
Pen,8.39868,7.73584,13.9802,13.0542,24.8791,23.3078,77.8911,72.2411,184.999,139.309,184.999,172.417
CG4804,8.12081,8.48571,7.37654,7.64449,8.38508,8.64834,3.97474,4.15882,0.445613,1.28977,0.445613,0.457259
